id,PRO_COM,Longitude,Latitude,vs30,BuildingClass,DamageState
4607,66016,13.367817611435356,42.55732942513821,560.20734,B-L,1
4608,66016,13.368509843870106,42.5566737357816,528.6853,A-L,1
4609,66059,13.47596775964161,42.286559514442025,446.6542,A-L,1
4610,66049,13.399767199999996,42.35082568848063,454.942,A-MH,4
4611,66016,13.368606172570312,42.55838771931224,554.9173,B-MH,1
4612,66049,13.305168899999996,42.39745578852123,436.5031,C1-L,0
4613,66043,13.605701742994272,42.23046788376916,482.64047,A-MH,2
4614,66049,13.366844733730275,42.329857072228826,434.17957,B-L,0
4615,66016,13.34611731361442,42.53211065306189,555.3726,A-L,1
4616,66016,13.368989915427356,42.55656737575096,522.6329,A-MH,0
4617,66016,13.341743330598336,42.52990537273389,554.51215,A-MH,1
4618,66049,13.494753052702396,42.32686268118052,371.37045,B-L,0
4619,66049,13.3660196,42.32963908846212,434.2951,C1-MH,0
4620,66016,13.424705254453349,42.519357645588016,558.0326,C1-L,0
4621,66055,13.735010877771026,42.147630556494434,442.6553,B-L,1
4622,66049,13.364846999999996,42.32952688846198,434.33835,B-MH,0
4623,66049,13.324305139639335,42.35531255747909,451.1065,C1-L,0
4624,66016,13.347997072682496,42.52879478814846,532.7911,B-L,1
4625,66055,13.735346246985246,42.14915534539129,478.17673,C1-MH,1
4626,66016,13.368868630128311,42.55657141354284,528.6853,B-L,1
4627,66049,13.430459185545876,42.30321538567061,540.98126,B-L,0
4628,66016,13.369111200711828,42.556563337813856,522.6329,A-L,1
4629,66016,13.409761520492264,42.53206419422174,567.6771,B-L,0
4630,66049,13.397949999999996,42.3510899884808,454.31332,B-MH,0
4631,66059,13.474541041513508,42.28489102166137,541.09283,B-L,0
4632,66016,13.368388558330864,42.55667777299944,528.6853,A-MH,1
4633,66016,13.42431074310559,42.5188287016252,496.18427,C1-L,1
4634,66016,13.368484883574848,42.55839175666408,554.9173,B-L,0
4635,66049,13.363068099999992,42.3289072884615,434.55377,B-MH,0
4636,66058,13.706417489528087,42.246613582369015,493.54407,A-L,0
4637,66016,13.350573439765473,42.527082643720775,550.2296,B-L,0
4638,66016,13.368626059486513,42.55657948869073,528.6853,B-MH,1
4639,66016,13.367853093460017,42.5579608929982,558.96356,A-L,4
4640,66016,13.36811087774423,42.55822344860029,557.99133,B-MH,3
4641,66016,13.367408486974398,42.55869871523456,523.79956,A-MH,5
4642,66016,13.348805395932402,42.52804499218547,549.54913,A-L,0
4643,66016,13.32669940142686,42.560858515863856,390.87976,A-MH,2
4644,66016,13.367701393152572,42.557423671257695,560.8658,A-L,0
4645,66016,13.346193256889231,42.53129472505812,530.7404,A-L,4
4646,66016,13.328084822098836,42.5595476920216,390.87976,A-MH,4
4647,68005,13.825129999999994,42.21053198835774,484.04245,B-L,0
4648,66016,13.326158006704652,42.56205120506437,390.87976,A-L,0
4649,66074,13.6098196,42.27756869420829,435.24713,B-MH,1
4650,66095,13.247109299999993,42.36044498848901,480.3703,C1-MH,0
4651,66055,13.73489043069848,42.14763502790849,442.6553,A-L,0
4652,66095,13.2484115,42.36230328849059,493.18497,B-MH,0
4653,66090,13.523973465221893,42.2882378378857,403.9864,A-L,5
4654,66095,13.245992100000008,42.36116698848956,464.1676,C1-MH,0
4655,66074,13.641207499999997,42.26359068840431,446.4808,A-L,4
4656,66049,13.412279899999994,42.32625998845912,449.65594,A-L,3
4657,66055,13.748012830842004,42.15019379602749,568.16583,B-L,0
4658,66095,13.245444499999996,42.364940588492885,474.94714,C1-L,1
4659,66016,13.326654335447753,42.56004660825984,390.87976,B-MH,0
4660,66095,13.245350700000005,42.36490688849285,474.94714,B-MH,1
4661,66019,13.767169987940395,42.26877320341436,465.42456,A-L,3
4662,66016,13.349653997151036,42.528016895004136,555.0233,B-L,0
4663,66016,13.347380852772687,42.52863442190759,544.85583,B-L,0
4664,66095,13.245834500000004,42.36139318848985,482.58286,B-L,0
4665,66055,13.735592705004017,42.14923662074469,478.17673,C1-L,1
4666,66095,13.2449875,42.36355809424587,472.64145,B-L,2
4667,66016,13.32749838841258,42.559928482499785,390.87976,B-MH,1
4668,68005,13.827863000000002,42.210877988358014,426.46472,A-L,0
4669,66016,13.347956794004904,42.52807308225246,546.8639,A-L,0
4670,66095,13.245834800000004,42.36139279424487,482.58286,A-L,0
4671,66095,13.255260666002348,42.372929518344655,464.32465,C1-L,0
4672,66016,13.32785511279471,42.56416444719533,390.87976,B-L,0
4673,66016,13.3683635945648,42.558395793870496,554.9173,A-MH,1
4674,66016,13.383500536529494,42.54885288816422,453.22717,A-L,0
4675,66016,13.367858162402744,42.55805110266239,558.96356,A-L,0
4676,66074,13.609965426409213,42.27760070170975,435.24713,C1-MH,5
4677,66016,13.36869196989475,42.557752214564,554.11475,C1-L,0
4678,66095,13.255589309878795,42.37228619944492,451.97348,C1-L,1
4679,66095,13.219199599999993,42.34822248847826,466.33517,A-L,0
4680,66095,13.2192217,42.3482368884783,466.33517,A-L,1
4681,66016,13.326199196586115,42.56060382778591,390.87976,B-L,0
4682,66016,13.368984844993916,42.55647716603691,528.6853,B-L,1
4683,66095,13.249841299999998,42.362537888490806,480.78473,C1-L,0
4684,66095,13.219220999999994,42.34824018847831,466.33517,B-L,0
4685,66016,13.3691061300965,42.55647312810685,522.6329,A-L,1
4686,66016,13.326694394014762,42.56076830393792,390.87976,A-L,3
4687,66095,13.255265540070727,42.37301974964645,464.32465,A-L,0
4688,66044,13.48831,42.2923729884295,504.41953,A-MH,1
4689,66095,13.246348500000003,42.36044088848899,479.0841,B-L,0
4690,66095,13.182279899999996,42.36662758849435,455.27396,A-L,3
4691,66016,13.347426159300898,42.52944634091463,526.48816,B-MH,0
4692,66095,13.255105627445086,42.37230180433767,459.66,A-L,0
4693,66055,13.734879317473798,42.14745458863541,417.12048,A-L,0
4694,66016,13.348618331821394,42.52904536374237,548.2706,B-MH,1
4695,66016,13.347547390988623,42.529442329104434,526.48816,C1-L,0
4696,66095,13.254075807964336,42.373419664760426,478.60245,B-L,1
4697,66016,13.326828492590742,42.56537309010076,390.87976,B-MH,0
4698,66016,13.368029770645004,42.55678009353674,535.19727,A-L,3
4699,66065,13.51121858783882,42.09773091914214,465.44034,C1-L,4
4700,66016,13.347229000789657,42.53026628262197,562.6115,A-L,1
4701,66095,13.249841299999998,42.362537894245406,480.78473,B-L,0
4702,66095,13.219344299999994,42.34786458847802,474.39038,A-MH,0
4703,66016,13.348118303026109,42.5287907756613,532.7911,B-L,0
4704,66016,13.368742274745058,42.5564852414612,528.6853,A-L,0
4705,66095,13.246376923940876,42.36092277186903,472.60306,C1-L,2
4706,66095,13.245310299999987,42.36544308849338,463.98468,A-L,0
4707,66016,13.36811594711235,42.55831365822777,557.99133,B-L,1
4708,66016,13.367989589054291,42.55822748535687,557.99133,A-L,3
4709,66016,13.369227415184492,42.55646909003149,522.6329,A-MH,2
4710,66095,13.219245099999997,42.34798778847816,466.33517,A-L,0
4711,66016,13.349123401612786,42.52939016235921,562.50757,A-L,0
4712,66105,13.53564233622478,42.270561527526674,424.39893,C1-MH,0
4713,66049,13.409197000000011,42.32280468845612,458.43033,B-L,0
4714,66016,13.36937749999999,42.55814878866057,548.91,B-MH,0
4715,66016,13.34801217752272,42.529065427735055,552.0662,B-L,0
4716,66095,13.254166599999998,42.37344028850029,471.71405,A-L,0
4717,66016,13.368145987208669,42.55668584699928,535.19727,A-MH,3
4718,66016,13.326833500854828,42.56546330165059,390.87976,A-MH,1
4719,66074,13.592630099999996,42.28150698842002,436.18954,B-L,2
4720,66016,13.346107248534029,42.53193022693777,555.3726,B-L,0
4721,66016,13.348244568644995,42.52887697621807,532.7911,A-L,0
4722,66016,13.347623312863348,42.52862639826802,544.85583,B-MH,1
4723,66016,13.36777706178112,42.55660775280291,535.19727,B-L,0
4724,66095,13.245834500000004,42.36139319424496,482.58286,A-L,0
4725,66095,13.276528999754351,42.35416336169988,430.9714,B-MH,4
4726,66095,13.246174399999996,42.361756488490144,433.64398,A-L,2
4727,66055,13.73535736212921,42.149335784319234,478.17673,C1-L,1
4728,66016,13.345869807123051,42.53202846009563,559.4197,C1-L,0
4729,66016,13.348760072533016,42.52723307291694,550.912,B-L,4
4730,66016,13.42296948502666,42.520862541553846,558.0182,B-L,1
4731,66095,13.255410833669083,42.37346701198976,478.78778,B-L,0
4732,66008,13.259969878723274,42.42637677375495,521.47705,B-MH,0
4733,66016,13.368600710253002,42.55612843993935,494.38068,A-MH,0
4734,66043,13.605204999999998,42.22919498837413,553.31934,A-L,4
4735,66016,13.423789400000004,42.51944738862711,546.5158,C1-L,1
4736,66016,13.348297400000003,42.529128388635534,552.0662,C1-MH,4
4737,66049,13.402288799999994,42.329260088461744,453.03568,C1-MH,0
4738,66008,13.25985728796463,42.43324960537165,491.4267,B-MH,1
4739,66016,13.325941586449188,42.560341164782166,390.87976,A-L,2
4740,66016,13.36766084478942,42.55670199892615,540.44574,B-MH,0
4741,66016,13.34798196802562,42.52852414849399,547.9676,A-L,5
4742,66095,13.1820449,42.366079588493854,470.06412,B-MH,0
4743,66049,13.403804799999998,42.32671118845952,453.11377,C1-MH,0
4744,66095,13.245834800000008,42.36139278848978,482.58286,B-L,1
4745,66049,13.412278300000008,42.326255388459145,449.65594,B-MH,0
4746,66030,13.688258506585887,42.311654332701934,528.31573,A-L,3
4747,66049,13.402081000000006,42.32932828846185,453.02917,C1-L,4
4748,66016,13.34563739679167,42.53221690577188,551.87335,C1-L,1
4749,66049,13.404511400000004,42.32676168845956,453.1917,C1-MH,0
4750,66016,13.347471878299558,42.52808913052517,552.66736,A-L,3
4751,66049,13.401700300000003,42.32954688846195,452.7548,B-MH,0
4752,66016,13.342995879629738,42.53058702329133,556.692,A-L,3
4753,66049,13.413475199999992,42.32446548845756,449.66296,B-L,5
4754,66095,13.218672100000004,42.349440888479386,472.04794,A-L,0
4755,66016,13.349320531878028,42.52857021652943,556.42346,A-L,1
4756,66043,13.605639500000002,42.229162888374105,545.6707,A-MH,4
4757,66016,13.348254639285583,42.52905740257357,552.0662,B-L,1
4758,66049,13.406776700000002,42.32920558846165,451.7141,C1-L,0
4759,66016,13.347456776311684,42.52781849060578,552.66736,A-MH,3
4760,66043,13.604978029592075,42.23049378734815,492.30807,A-L,2
4761,66049,13.425635300000009,42.33728328846875,448.4391,B-L,4
4762,66049,13.404156000000006,42.3302929884626,451.6134,C1-MH,0
4763,66095,13.246263000000004,42.36145998848987,433.64398,A-L,0
4764,66016,13.367731805286658,42.55796492944312,558.96356,A-L,0
4765,66049,13.405901900000009,42.32681968845958,453.13977,A-L,5
4766,66049,13.406014400000004,42.33369758846564,450.87482,B-L,1
4767,66049,13.409628499999991,42.33359898846556,449.62085,C1-L,0
4768,66049,13.414724699999995,42.32378518845694,449.65594,B-MH,3
4769,66049,13.424586700000004,42.359495388488135,460.0898,B-MH,0
4770,66095,13.245835900000005,42.36139118848979,482.58286,A-L,3
4771,66095,13.18772053864512,42.3624309327833,442.51813,A-L,4
4772,66049,13.418877599999998,42.33740039423445,548.3281,A-MH,2
4773,66016,13.326441787947532,42.560595854215286,390.87976,A-L,3
4774,66016,13.349638885352702,42.52774625546287,558.9879,A-MH,4
4775,66019,13.762968442831992,42.26929184549113,462.6707,A-L,4
4776,66049,13.421196100000005,42.32070138845426,371.37045,B-MH,5
4777,66049,13.45611459999999,42.33685198846842,446.47772,B-L,0
4778,66049,13.414950199999993,42.34696628847715,453.16574,B-MH,0
4779,66049,13.408237699999995,42.32605988845897,451.98154,B-L,3
4780,66090,13.524697895589815,42.28821251217478,404.1631,B-MH,2
4781,66095,13.270024399999995,42.36909598849651,454.7355,C1-MH,0
4782,66016,13.347532288084178,42.52917168952427,526.48816,A-MH,3
4783,66049,13.37283118266222,42.333001752866025,454.89746,B-L,0
4784,66016,13.346618242513909,42.52802699606461,559.8851,A-MH,4
4785,66049,13.408150953907176,42.32602919899909,451.98154,B-L,0
4786,66049,13.40935639999999,42.32313808845638,458.43033,C1-L,0
4787,66090,13.524088939781237,42.28814339549059,403.9864,A-L,4
4788,66016,13.368620989598758,42.55648927895556,528.6853,A-MH,1
4789,66049,13.411303600000004,42.320761588454346,479.9119,B-L,2
4790,66049,13.4202934,42.337798088469214,510.60843,A-L,4
4791,66049,13.409311746523333,42.32300682744541,458.43033,B-L,1
4792,66016,13.409635158766582,42.531978065721965,567.6771,A-L,0
4793,66016,13.34585974281022,42.531848033928405,559.4197,B-L,0
4794,66016,13.36912175390119,42.55891282567588,546.51447,A-MH,1
4795,66049,13.4155519,42.33330998846527,446.77823,A-MH,0
4796,66049,13.46198687496224,42.363428902394666,446.4514,B-MH,0
4797,66049,13.4216107,42.30653958844187,561.44464,B-MH,0
4798,66095,13.220274645490427,42.3483815074216,495.82135,B-L,0
4799,66049,13.4095225,42.32277908845612,452.67413,C1-L,1
4800,66055,13.736342600000008,42.14855668830319,473.12952,B-L,0
4801,66049,13.421584499999994,42.33761959423449,510.6133,B-L,0
4802,66008,13.262844199756032,42.4324301064496,516.97797,C1-L,0
4803,66049,13.409783699999997,42.32227408845568,449.49258,B-L,1
4804,66095,13.244765400000002,42.36428528849229,469.27847,B-L,0
4805,66095,13.258444299999995,42.36273179424547,454.96072,C1-L,0
4806,66049,13.4046544,42.32900188846153,452.91833,B-L,0
4807,66013,13.153547089171097,42.42912243094421,642.50244,A-L,5
4808,66049,13.409062000000002,42.325102588458144,451.5596,B-L,4
4809,66049,13.409875030124914,42.32226459857458,449.49258,C1-L,0
4810,66095,13.245595,42.36535698849325,464.47174,C1-L,0
4811,66049,13.4109896,42.320813688454365,479.9119,A-L,5
4812,66095,13.227880321981436,42.3434382363451,462.4321,B-L,4
4813,66049,13.408278499999998,42.32352478845674,463.8502,B-MH,5
4814,66049,13.22778095606523,42.40490481762826,460.11157,A-L,5
4815,66049,13.345438839458664,42.34114544577521,410.46478,B-MH,0
4816,66049,13.235577939696444,42.41016878818521,471.47754,B-L,1
4817,66049,13.412228799999994,42.3271912884599,449.45895,B-MH,0
4818,66016,13.368737602209194,42.55856410096212,554.9173,C1-L,1
4819,66049,13.338044148274124,42.415330412123495,471.09763,B-MH,0
4820,66095,13.245319600000002,42.36544798849332,463.98468,B-L,0
4821,66095,13.271721000000008,42.37105898849824,455.80774,A-MH,4
4822,66095,13.256189037252376,42.37217646595116,455.54037,A-L,1
4823,66049,13.422530288311584,42.33837887274703,540.42694,B-MH,0
4824,66095,13.2453134,42.36544469424666,463.98468,B-L,0
4825,66016,13.347618278543134,42.52853618502132,555.15106,A-MH,1
4826,66049,13.408209300000005,42.32362048845684,463.8502,C1-MH,5
4827,66049,13.364628300000003,42.36549768849339,450.1794,B-MH,1
4828,66095,13.2700143,42.369113388496544,454.7355,B-L,0
4829,66049,13.422030000000005,42.32023998845384,371.37045,C1-L,2
4830,66095,13.258588618991386,42.36278895643411,454.96072,B-L,0
4831,66095,13.2453227,42.36544968849336,463.98468,B-L,0
4832,66095,13.274354799999996,42.36594758849375,456.13123,B-L,4
4833,66095,13.246661900000008,42.36534748849329,461.20142,A-L,1
4834,66049,13.400026300000002,42.329929988462325,452.66296,B-L,0
4835,66049,13.361983900000006,42.35892838848767,406.11087,A-L,4
4836,66049,13.402498100000004,42.32490608845799,507.75815,B-MH,0
4837,66095,13.254222400000003,42.37356938850043,471.71405,A-L,0
4838,66049,13.413670500000006,42.32436568845746,449.66296,B-L,3
4839,66095,13.245278000000004,42.36548199424672,463.98468,B-L,0
4840,66100,13.635040454025631,42.20373520372856,515.64954,B-L,0
4841,66090,13.524529776672736,42.28740473723272,403.5311,B-MH,1
4842,66095,13.25576872758102,42.37336507473078,478.78778,B-L,0
4843,66095,13.25460335802566,42.37421615196983,465.4916,A-L,0
4844,66049,13.392551990920929,42.3543067353837,543.14954,B-L,0
4845,66095,13.245191399999996,42.36489178849286,470.0875,B-L,0
4846,66049,13.416352799999997,42.32385648845703,448.9341,A-L,5
4847,66043,13.605712599999997,42.23001928837489,456.6353,A-MH,4
4848,66049,13.402351800000009,42.32493098845795,507.75815,B-MH,0
4849,66016,13.368262203414492,42.55659160032308,535.19727,B-MH,0
4850,66055,13.736887499999996,42.148528388303205,442.85498,C1-L,0
4851,66095,13.2183288,42.34836388847842,480.0098,C1-L,0
4852,66095,13.21864019239043,42.349518323451214,472.04794,B-L,0
4853,66095,13.247230599999996,42.36541868849329,462.60107,A-L,0
4854,66049,13.402151099999994,42.3269798884598,452.97705,B-MH,0
4855,66049,13.402026499999998,42.33653398846808,448.56155,B-L,1
4856,66049,13.409497899999998,42.32365608845685,468.78888,A-MH,0
4857,66049,13.4117304,42.32064308845427,478.18915,B-L,2
4858,66016,13.368368664337794,42.55848600346889,554.9173,C1-MH,3
4859,66095,13.2470402,42.36553298849342,466.13977,A-L,0
4860,66016,13.32717957790532,42.560752353835205,390.87976,A-MH,3
4861,66049,13.401964951879984,42.33654333248925,449.0552,B-MH,1
4862,66095,13.218630560286607,42.34933785274716,472.04794,B-L,0
4863,66052,13.33011140698764,42.30694075358138,469.8023,B-MH,0
4864,66044,13.48866,42.29226298842938,514.02704,A-MH,5
4865,66049,13.425335600000006,42.33522868846698,446.88293,A-MH,3
4866,66095,13.247108394409803,42.365509076604845,466.13977,C1-L,0
4867,66095,13.259289633808631,42.3623143728576,454.51547,C1-L,0
4868,66016,13.348724454527211,42.52877071104763,548.2706,A-MH,1
4869,66095,13.278989299999996,42.35405578848344,431.87604,A-L,0
4870,66095,13.2714671,42.37097618849816,455.80774,A-L,5
4871,66049,13.42115973219942,42.32061687892766,371.37045,A-L,5
4872,66095,13.255352342800997,42.37238423065399,456.07974,A-L,0
4873,66049,13.306327357133888,42.352106722617314,451.20834,C1-MH,0
4874,66095,13.278992499999992,42.3540604884834,431.87604,B-L,0
4875,66074,13.608017862267456,42.277399199029325,434.16156,A-L,4
4876,66049,13.390389639488236,42.35031161946775,572.9364,A-L,1
4877,66095,13.271323400000009,42.37092048849813,455.80774,A-MH,4
4878,66095,13.255705355819504,42.37219206796178,451.97348,A-L,0
4879,66095,13.182096100000008,42.36603648849381,470.06412,C1-L,0
4880,66008,13.261875872703662,42.43246137694042,487.82382,B-L,0
4881,66095,13.182157900000002,42.36600718849388,470.06412,B-L,0
4882,66008,13.264215668364582,42.426420431915375,494.37335,C1-L,0
4883,66049,13.424309900000006,42.335481688467176,446.75577,C1-L,0
4884,66095,13.2542941,42.36103508848951,462.26288,C1-MH,0
4885,66095,13.255468389291302,42.372290099447646,451.97348,C1-L,0
4886,66095,13.277063042920522,42.35062077351525,430.03296,B-L,3
4887,66049,13.42128054081453,42.32061278107162,371.37045,B-L,5
4888,66095,13.264462899999998,42.36487178849287,454.38925,A-L,0
4889,66049,13.293678578487611,42.32892792839936,465.97424,B-MH,4
4890,66095,13.259137000000008,42.36233688849064,454.47763,B-L,4
4891,66095,13.255236295955498,42.37247836172149,453.66788,B-L,0
4892,66049,13.407814200000002,42.32394748845711,465.09888,C1-MH,3
4893,66095,13.2197918,42.34658458847686,470.17447,C1-MH,0
4894,66049,13.41165939999999,42.3206988884542,478.18915,A-MH,2
4895,66049,13.404003778040936,42.35979679075285,454.70413,A-L,3
4896,66043,13.607226752881452,42.229689971577415,526.31366,A-L,3
4897,66049,13.410880747490571,42.32078421576426,491.80322,C1-L,0
4898,66095,13.219426,42.3484692884785,472.86066,B-L,0
4899,66095,13.2542528,42.36107479424479,469.98047,B-MH,0
4900,66059,13.473469994292952,42.28519914327333,574.398,A-MH,4
4901,66095,13.2576776,42.37522598850185,492.9066,B-L,1
4902,66049,13.455867178156527,42.336971202319646,446.65826,C1-MH,0
4903,66065,13.511955708389255,42.102135773820784,566.487,A-L,3
4904,66049,13.421044038240796,42.32071120223133,371.37045,A-L,5
4905,66049,13.393496700639526,42.34957440342464,495.78113,C1-L,0
4906,66049,13.410004368005438,42.3952095022656,411.57858,B-L,2
4907,66095,13.254286,42.36102868848948,462.26288,C1-L,0
4908,66049,13.456355705640128,42.33704486515543,446.53796,C1-MH,0
4909,66095,13.25893181056624,42.3624163173622,454.47763,B-L,0
4910,66049,13.411673400000003,42.32063039422712,478.18915,C1-L,1
4911,66055,13.736486400000006,42.14842268830311,463.8804,B-L,0
4912,66049,13.400290723343565,42.349797666220816,454.94824,B-L,0
4913,66095,13.271032900000003,42.370817988498025,455.66663,B-L,5
4914,66095,13.284527700000003,42.35696968848596,451.87476,C1-MH,1
4915,66074,13.639371999999998,42.26378188840452,450.52023,A-MH,1
4916,66049,13.391247283721672,42.36555955023267,453.12677,B-L,1
4917,66095,13.256309957575713,42.372172565086544,455.54037,A-L,5
4918,66049,13.411701999999996,42.32067668845427,478.18915,A-MH,5
4919,66095,13.258636199999994,42.36236209424533,454.66647,B-L,2
4920,66049,13.421113,42.30884248844395,563.83545,C1-MH,1
4921,66049,13.401658599999994,42.323925788457096,562.70105,C1-L,1
4922,66101,13.282763800000003,42.32690138845973,454.07214,B-MH,1
4923,66095,13.25513487024154,42.37284318664435,464.32465,A-L,5
4924,66049,13.4155262,42.31474148844911,556.01465,C1-L,0
4925,66095,13.25928475518653,42.36222414092217,454.51547,A-L,0
4926,66049,13.398077199999994,42.34049329423578,447.7558,A-L,1
4927,66095,13.259098299999998,42.36236398849066,454.47763,A-L,0
4928,66049,13.456348900000002,42.36549699424668,427.2032,B-L,0
4929,66049,13.402127999999998,42.32359669422846,559.695,C1-L,0
4930,66049,13.409553500000005,42.33087948846318,450.51813,B-MH,0
4931,66095,13.258922054384591,42.36223585345813,454.47763,C1-L,4
4932,66049,13.495155481992107,42.39229760405388,460.24643,A-L,2
4933,66016,13.346561996402247,42.53137290665414,547.1491,A-MH,1
4934,66049,13.421093790036071,42.30877677474891,563.83545,C1-L,0
4935,66049,13.4000149,42.33562239423363,451.9482,B-MH,5
4936,66049,13.411011756392336,42.32096058259976,479.9119,B-L,0
4937,66074,13.6407026,42.26574799420311,486.88916,A-L,1
4938,66095,13.258457962675948,42.36261239603243,454.96072,A-L,3
4939,66049,13.343959899999996,42.38328018850887,408.52313,C1-L,0
4940,66016,13.327599648130311,42.559563646411206,390.87976,B-MH,0
4941,66095,13.2590174,42.36236708849064,454.47763,C1-L,4
4942,66013,13.164229214773725,42.4455087095728,443.33798,B-MH,1
4943,66049,13.34142563981082,42.4194668436491,454.9822,A-L,0
4944,66095,13.2585642309969,42.36233780242232,454.66647,A-L,3
4945,66049,13.465621200000008,42.320560588454136,371.37045,B-L,0
4946,66016,13.368616312864482,42.558568138473255,554.9173,A-MH,3
4947,66043,13.605575600000002,42.22907378837405,545.6707,A-L,2
4948,66049,13.398167799999996,42.3405097942358,447.7558,C1-L,1
4949,66095,13.274454100000003,42.36734418849499,455.79547,A-L,2
4950,66049,13.409558299999995,42.322787288456105,452.67413,C1-MH,0
4951,66095,13.254593611562813,42.374035689475214,464.7784,A-L,4
4952,66016,13.367908484865575,42.556784130180574,535.19727,B-MH,2
4953,66049,13.45841070495048,42.39609404764835,463.27695,A-L,1
4954,66049,13.402088199999998,42.336556288468095,448.56155,B-L,0
4955,66016,13.368024701625712,42.55668988378129,535.19727,A-MH,0
4956,66095,13.259078099999996,42.36236478849071,454.47763,A-L,0
4957,66095,13.262289199999993,42.36635208849416,455.18484,A-L,0
4958,66095,13.27445436518847,42.367246888481375,455.79547,A-L,4
4959,66049,13.409702700000002,42.322671988456,451.51987,A-MH,3
4960,66043,13.6060798,42.23004588837489,499.2412,B-MH,3
4961,66049,13.421219688239054,42.308862903650684,563.83545,B-L,2
4962,66049,13.409187357545363,42.32509019352117,451.5596,B-L,4
4963,66016,13.347284791887017,42.529089499734994,526.48816,A-L,3
4964,66049,13.402024099999997,42.33462058846644,451.03168,B-L,0
4965,66074,13.607781825095378,42.27749805806776,434.06595,A-L,1
4966,66049,13.39859129999999,42.33925888847053,447.93124,B-MH,4
4967,66049,13.4173309,42.32270388845607,448.28735,B-MH,1
4968,66095,13.275270100000004,42.36602068849384,456.13123,A-L,3
4969,66095,13.245325800000012,42.36545138849336,463.98468,B-L,0
4970,66049,13.398106099999996,42.34049518847157,447.7558,B-MH,0
4971,66090,13.524052093264777,42.2875118426429,403.80228,B-MH,4
4972,66016,13.346976466869505,42.53009387903841,517.1045,B-MH,1
4973,66049,13.4103665,42.32540728845834,450.67624,B-MH,0
4974,66095,13.247381000000008,42.36490598849287,473.56256,C1-L,0
4975,66049,13.414915128961672,42.32363085960884,449.7401,A-L,4
4976,66058,13.70430020023862,42.2456064525876,477.78946,A-MH,1
4977,66049,13.410179599999998,42.32091068845446,504.12738,B-L,0
4978,66049,13.421154617368964,42.32052665333477,371.37045,C1-MH,5
4979,66095,13.22280850751821,42.34595048893329,443.4014,C1-MH,0
4980,66049,13.409547600000002,42.334103188466,449.31064,C1-MH,1
4981,66049,13.346848335891208,42.34254501054672,461.54147,B-MH,0
4982,66095,13.255139744109783,42.3729334179605,464.32465,B-MH,0
4983,66044,13.493503350845408,42.30335077073092,317.73093,A-L,2
4984,66095,13.261391171838678,42.36757945523642,456.08862,A-L,0
4985,66049,13.405891018645288,42.32673831835091,453.25006,B-MH,0
4986,66049,13.421104016156864,42.30895722785439,563.83545,C1-MH,1
4987,66009,13.53046857795573,42.33104307324426,453.67218,A-L,2
4988,66049,13.409455546771596,42.33412091929373,449.31064,C1-MH,0
4989,66049,13.409830300000005,42.33347808846543,449.62085,C1-MH,1
4990,66044,13.487726999999994,42.29373998843073,573.81946,A-MH,1
4991,66095,13.25594232158975,42.37209403591636,451.97348,B-L,0
4992,66016,13.3679946582405,42.5583176949914,557.99133,A-L,1
4993,66095,13.258704,42.362371188490656,454.47763,A-L,1
4994,68005,13.828479999999995,42.2111499883583,445.72723,B-L,1
4995,66016,13.32652190250236,42.56203924459213,390.87976,B-L,0
4996,66016,13.368121016500991,42.55840386784775,557.99133,A-MH,3
4997,66095,13.245410830579146,42.365473287813415,463.98468,B-MH,0
4998,66049,13.406059800000005,42.32684218845967,453.13977,C1-MH,0
4999,66016,13.32837645040303,42.56261090457056,390.87976,B-L,0
5000,66049,13.409547399999996,42.33410389423299,449.31064,A-MH,5
5001,66074,13.607551174051627,42.27768713965308,434.292,B-L,1
5002,66049,13.402254911606706,42.32451068037021,518.28644,B-L,1
5003,66095,13.24565264546018,42.365465511893454,463.98468,A-L,0
5004,66095,13.27336287969011,42.36945164214108,455.69736,B-MH,0
5005,66055,13.736997699999996,42.14854758830322,442.85498,B-L,0
5006,66016,13.349057926313144,42.52821739153851,556.42346,C1-MH,0
5007,66049,13.439839300000004,42.310944488445706,483.98038,B-L,0
5008,66049,13.409571283539206,42.33402661586765,449.52942,A-MH,5
5009,66049,13.408944699999994,42.32254418845589,469.47147,B-MH,1
5010,66095,13.269663199999997,42.36947818849685,454.56586,B-L,5
5011,66016,13.32701821902047,42.56003464606789,390.87976,C1-MH,1
5012,66095,13.25534746868984,42.37229399930565,451.97348,A-L,0
5013,66095,13.276004199999994,42.3652898884932,456.00943,C1-MH,0
5014,66049,13.410134499999998,42.33289068846496,449.78915,A-MH,4
5015,66049,13.435961899999992,42.3030043884388,531.7391,B-L,3
5016,66016,13.367802769805431,42.55922786415576,557.8197,A-MH,5
5017,66016,13.328280201070443,42.56306595211594,390.87976,B-L,1
5018,66095,13.256063241760533,42.37209013534806,455.54037,B-MH,1
5019,66095,13.27435979999999,42.36763708849524,455.79547,A-L,2
5020,66095,13.246946200000009,42.36520148849318,461.20142,B-L,0
5021,66095,13.259244049952434,42.36819114619691,455.53125,B-L,0
5022,66016,13.326147993193286,42.56187078133067,390.87976,A-MH,2
5023,66058,13.708858058087474,42.24697585065123,495.88272,B-L,1
5024,66016,13.348304615592692,42.53212865889657,567.0662,A-L,3
5025,66095,13.2745549,42.36721018849492,456.0277,C1-L,1
