id,col,row,Longitude,Latitude,vs30
10120,62,47,13.336914728688258,42.65262726026156,555.6122
10121,63,47,13.342998093862898,42.65271543697008,533.27466
10122,64,47,13.349081486337,42.65280329078161,546.43964
10123,65,47,13.355164906010584,42.65289082169222,528.272
10124,66,47,13.36124835278362,42.65297802969783,485.7377
10125,67,47,13.367331826556088,42.6530649147944,470.93427
10126,68,47,13.373415327227988,42.65315147697805,473.81104
10127,69,47,13.379498854699298,42.65323771624479,464.93768
10128,70,47,13.385582408869984,42.65332363259062,461.0619
10129,71,47,13.391665989640016,42.65340922601157,539.4668
10130,72,47,13.397749596909382,42.65349449650381,557.1388
10131,73,47,13.403833230578028,42.653579444063325,561.7617
10132,74,47,13.40991689054595,42.653664068686346,459.62677
10133,75,47,13.416000576713085,42.65374837036887,486.95312
10134,76,47,13.422084288979406,42.65383234910711,539.10297
10135,77,47,13.428168027244867,42.65391600489711,526.0132
10136,78,47,13.434251791409416,42.653999337735165,529.1905
10137,79,47,13.440335581373017,42.65408234761736,478.20035
10138,80,47,13.446419397035609,42.65416503453997,473.40134
10139,81,47,13.452503238297146,42.654247398499066,540.6515
10140,82,47,13.458587105057571,42.654329439491015,533.5811
10141,83,47,13.464670997216825,42.654411157511966,524.251
10142,84,47,13.470754914674847,42.6544925525582,546.7454
10143,85,47,13.47683885733156,42.65457362462596,524.86346
10144,86,47,13.482922825086916,42.65465437371158,546.0065
10145,87,47,13.48900681784085,42.6547347998113,544.05927
10146,88,47,13.495090835493269,42.65481490292148,482.21194
10147,89,47,13.50117487794411,42.654894683038414,491.7041
10148,90,47,13.5072589450933,42.65497414015842,499.08252
10149,91,47,13.51334303684075,42.65505327427786,546.3762
10150,92,47,13.519427153086388,42.65513208539317,464.416
10151,93,47,13.525511293730114,42.65521057350066,510.19568
10152,94,47,13.531595458671855,42.65528873859674,480.4561
10153,95,47,13.537679647811526,42.65536658067786,434.1229
10154,96,47,13.54376386104902,42.65544409974045,509.28186
10155,97,47,13.54984809828425,42.65552129578087,503.6809
10156,98,47,13.555932359417124,42.65559816879567,482.98917
10157,99,47,13.562016644347528,42.655674718781306,554.6725
10158,100,47,13.568100952975367,42.65575094573422,499.73428
10159,101,47,13.574185285200542,42.65582684965096,542.2936
10160,102,47,13.580269640922944,42.65590243052807,492.9003
