mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
0.012,0.013,4335.0,2456.0,1.0
0.013,0.019,4899.0,2092.0,1.0
0.013,0.012,4337.0,2104.0,1.0
0.014,0.017,4491.0,2047.0,1.0
0.011,0.01,4609.0,2287.0,1.0
0.013,0.015,4909.0,2167.0,1.0
0.012,0.017,5603.0,2372.0,1.0
0.012,0.021,5891.0,1883.0,1.0
0.013,0.015,4744.0,2406.0,1.0
0.013,0.018,4922.0,2048.0,1.0
0.012,0.011,5468.0,2180.0,1.0
0.011,0.014,5555.0,2315.0,1.0
0.012,0.014,5543.0,2305.0,1.0
0.012,0.017,5406.0,1901.0,1.01
0.013,0.016,5012.0,2263.0,1.0
0.013,0.02,5297.0,2069.0,1.0
0.012,0.016,4327.0,2290.0,1.0
0.014,0.018,4083.0,1974.0,1.0
0.012,0.017,5847.0,2057.0,1.0
0.014,0.013,4176.0,2475.0,1.0
0.013,0.017,4485.0,2048.0,1.0
0.013,0.018,4563.0,2078.0,1.0
0.013,0.018,5022.0,1775.0,1.0
0.014,0.017,4515.0,2271.0,1.0
0.013,0.017,4842.0,2308.0,1.0
0.013,0.015,5160.0,2333.0,1.0
0.014,0.017,4275.0,2196.0,1.0
0.014,0.019,4364.0,2353.0,1.0
0.012,0.019,5679.0,1873.0,1.0
0.013,0.017,5276.0,2061.0,1.0
0.013,0.016,4691.0,2191.0,1.0
0.011,0.013,5548.0,2271.0,1.0
0.014,0.017,4190.0,2162.0,1.0
0.013,0.017,4314.0,2439.0,1.0
0.013,0.017,4724.0,1960.0,1.0
0.013,0.013,4295.0,2380.0,1.0
0.011,0.02,6712.0,2058.0,1.0
0.014,0.022,4600.0,1665.0,1.0
0.014,0.017,4430.0,2221.0,1.0
0.013,0.016,4762.0,2156.0,1.0
0.014,0.02,4805.0,2239.0,1.0
0.013,0.014,4168.0,2553.0,1.0
0.011,0.016,5590.0,2179.0,1.0
0.013,0.015,4560.0,2020.0,1.0
0.014,0.018,4457.0,2334.0,1.0
0.014,0.019,4062.0,1884.0,1.0
0.011,0.012,5002.0,2111.0,1.0
0.013,0.012,4872.0,2414.0,1.0
0.014,0.016,3973.0,2118.0,1.0
0.013,0.017,4881.0,2320.0,1.0
0.013,0.014,4660.0,2039.0,1.0
0.012,0.017,6061.0,2347.0,1.0
0.012,0.016,5560.0,2445.0,1.0
0.013,0.015,4232.0,2117.0,1.0
0.014,0.017,4753.0,1890.0,1.0
0.013,0.017,4311.0,2462.0,1.0
0.012,0.014,5008.0,2538.0,1.0
0.014,0.018,4493.0,2039.0,1.0
0.012,0.02,5328.0,2185.0,1.0
0.013,0.018,4569.0,1979.0,1.0
0.013,0.019,5252.0,2107.0,1.0
0.013,0.015,4250.0,2293.0,1.0
0.013,0.016,5092.0,2369.0,1.0
0.015,0.019,4329.0,2271.0,1.0
0.013,0.019,5152.0,2261.0,1.0
0.014,0.02,5031.0,2158.0,1.0
0.011,0.014,5519.0,2497.0,1.0
0.013,0.016,4870.0,2423.0,1.0
0.013,0.017,4660.0,2094.0,1.0
0.012,0.017,4835.0,2245.0,1.0
0.012,0.017,4831.0,1998.0,1.0
0.014,0.016,3540.0,2219.0,1.0
0.013,0.017,5458.0,2349.0,1.0
0.014,0.015,4580.0,2164.0,1.0
0.012,0.019,6303.0,2269.0,1.0
0.014,0.016,3782.0,1869.0,1.0
0.013,0.018,4648.0,2138.0,1.0
0.014,0.018,4718.0,1832.0,1.0
0.013,0.019,5153.0,1974.0,1.0
0.014,0.016,4175.0,2430.0,1.0
0.013,0.016,4455.0,2445.0,1.0
0.012,0.013,5140.0,2504.0,1.0
0.014,0.016,4298.0,2436.0,1.0
0.014,0.016,4449.0,2230.0,1.0
0.013,0.015,4667.0,2325.0,1.0
0.012,0.016,5895.0,2401.0,1.0
0.013,0.015,4926.0,2406.0,1.0
0.014,0.015,4687.0,2505.0,1.0
0.013,0.017,5382.0,2397.0,1.01
0.012,0.019,5526.0,2161.0,1.0
0.013,0.016,4777.0,2384.0,1.01
0.012,0.015,5818.0,2281.0,1.01
0.012,0.011,4311.0,2054.0,1.0
0.012,0.017,5749.0,2255.0,1.0
0.013,0.016,4379.0,2346.0,1.0
0.013,0.014,4620.0,2046.0,1.0
0.013,0.018,4821.0,2303.0,1.0
0.012,0.017,5201.0,2380.0,1.0
0.013,0.014,4696.0,2074.0,1.0
0.012,0.016,5560.0,2080.0,1.0
0.012,0.02,6224.0,2085.0,1.0
0.013,0.016,4602.0,2284.0,1.0
0.013,0.019,5572.0,2185.0,1.0
0.012,0.016,6062.0,2170.0,1.0
0.012,0.02,5943.0,2265.0,1.0
0.013,0.013,4747.0,2100.0,1.0
0.013,0.014,4837.0,2276.0,1.0
0.013,0.016,4973.0,2348.0,1.0
0.012,0.015,4726.0,2338.0,1.0
0.013,0.017,4790.0,2408.0,1.0
0.013,0.019,5028.0,2318.0,1.0
0.013,0.015,5155.0,2547.0,1.0
0.014,0.016,4805.0,2315.0,1.0
0.012,0.011,4966.0,2731.0,1.0
0.014,0.017,4435.0,2271.0,1.0
0.013,0.017,4866.0,2353.0,1.0
0.014,0.016,4230.0,2248.0,1.0
0.012,0.021,5570.0,2020.0,1.0
0.012,0.017,5403.0,2320.0,1.0
0.013,0.017,4512.0,2346.0,1.0
0.013,0.019,4891.0,1950.0,1.0
0.014,0.02,4212.0,1941.0,1.0
0.013,0.02,5467.0,1808.0,1.0
0.013,0.021,5560.0,1906.0,1.0
0.013,0.012,3836.0,2518.0,1.0
0.013,0.017,4595.0,2253.0,1.0
0.013,0.014,4979.0,2174.0,1.0
0.013,0.014,4338.0,2185.0,1.0
0.013,0.011,5418.0,2287.0,1.0
0.014,0.019,4462.0,2248.0,1.0
0.012,0.019,5791.0,2517.0,1.0
0.013,0.013,4231.0,2483.0,1.0
0.013,0.015,4862.0,1800.0,1.0
0.012,0.017,5663.0,1870.0,1.0
0.013,0.019,5098.0,2249.0,1.0
0.014,0.02,5165.0,2071.0,1.0
0.012,0.017,5030.0,2211.0,1.0
0.013,0.012,3989.0,2156.0,1.0
0.013,0.011,3932.0,2405.0,1.0
0.013,0.016,5356.0,2243.0,1.0
0.012,0.02,6109.0,2149.0,1.0
0.013,0.017,4750.0,2217.0,1.0
0.013,0.018,5718.0,2134.0,1.0
0.013,0.017,5053.0,2405.0,1.0
0.012,0.012,4690.0,2263.0,1.0
0.013,0.016,4335.0,2322.0,1.0
0.012,0.016,5322.0,2172.0,1.0
0.013,0.018,5381.0,2231.0,1.0
0.013,0.017,4839.0,2359.0,1.0
0.013,0.015,5192.0,2110.0,1.0
0.013,0.015,5130.0,2428.0,1.0
0.014,0.017,4574.0,2258.0,1.0
0.013,0.016,4665.0,2398.0,1.0
0.013,0.018,5306.0,2049.0,1.0
0.014,0.016,4382.0,2057.0,1.0
0.012,0.014,4820.0,2160.0,1.0
0.013,0.015,5088.0,2295.0,1.0
0.014,0.015,4003.0,2257.0,1.0
0.013,0.017,4671.0,1892.0,1.0
0.013,0.017,5039.0,2173.0,1.0
0.013,0.017,4221.0,2532.0,1.0
0.013,0.018,4873.0,2270.0,1.0
0.014,0.022,4532.0,1493.0,1.0
0.013,0.018,4969.0,2071.0,1.0
0.013,0.016,4389.0,2188.0,1.0
0.014,0.019,4489.0,1847.0,1.0
0.012,0.017,6182.0,2367.0,1.0
0.013,0.016,4812.0,2401.0,1.0
0.014,0.02,4892.0,1787.0,1.0
0.013,0.014,3981.0,2271.0,1.0
0.014,0.02,4692.0,1997.0,1.0
0.013,0.017,4697.0,2101.0,1.0
0.012,0.015,5494.0,2268.0,1.0
0.012,0.018,5694.0,1899.0,1.0
0.013,0.017,4474.0,2097.0,1.0
0.012,0.015,4672.0,2175.0,1.0
0.013,0.015,4834.0,1991.0,1.0
0.014,0.022,5373.0,2048.0,1.0
0.012,0.014,5584.0,2497.0,1.0
0.012,0.012,4768.0,2366.0,1.0
0.013,0.017,4907.0,2199.0,1.0
0.014,0.016,4417.0,2162.0,1.0
0.013,0.014,4744.0,2030.0,1.0
0.013,0.017,5212.0,2175.0,1.01
0.014,0.014,4371.0,2464.0,1.0
0.014,0.019,4898.0,2002.0,1.0
0.013,0.015,4661.0,2015.0,1.0
0.013,0.014,4804.0,2231.0,1.0
0.014,0.016,3979.0,2486.0,1.0
0.012,0.017,5124.0,2292.0,1.01
0.011,0.016,6525.0,2180.0,1.0
0.014,0.014,4327.0,2269.0,1.0
0.013,0.015,4768.0,2377.0,1.0
0.012,0.01,4818.0,2660.0,1.0
0.013,0.013,4465.0,2495.0,1.0
0.014,0.018,4406.0,2420.0,1.0
0.012,0.019,5907.0,2133.0,1.0
0.014,0.016,4134.0,2294.0,1.0
0.013,0.016,4428.0,2042.0,1.0
0.013,0.014,4945.0,2515.0,1.0
0.012,0.019,6212.0,1979.0,1.0
0.014,0.017,4432.0,2057.0,1.0
0.013,0.015,4826.0,2149.0,1.0
0.012,0.017,5619.0,1777.0,1.0
0.011,0.011,6124.0,2084.0,1.0
0.013,0.015,4979.0,2339.0,1.0
0.013,0.016,4711.0,2295.0,1.0
0.013,0.016,4961.0,2386.0,1.0
0.013,0.018,4969.0,2167.0,1.0
0.013,0.021,5337.0,1895.0,1.0
0.013,0.013,4087.0,2251.0,1.0
0.012,0.014,4928.0,2102.0,1.0
0.012,0.014,5238.0,2404.0,1.0
0.013,0.017,4997.0,2549.0,1.0
0.013,0.019,5481.0,2139.0,1.0
0.013,0.018,5082.0,2383.0,1.0
0.014,0.016,4256.0,2023.0,1.0
0.012,0.018,4985.0,2077.0,1.0
0.013,0.016,4883.0,2275.0,1.0
0.012,0.016,4409.0,1958.0,1.01
0.013,0.015,4908.0,2275.0,1.0
0.013,0.016,5170.0,2652.0,1.0
0.014,0.018,4227.0,1954.0,1.0
0.013,0.016,4921.0,2349.0,1.0
0.013,0.015,5064.0,2348.0,1.0
0.013,0.017,5156.0,2316.0,1.0
0.014,0.016,4008.0,2365.0,1.0
0.014,0.02,4555.0,2000.0,1.0
0.014,0.016,4259.0,2003.0,1.01
0.012,0.013,5263.0,2260.0,1.0
0.012,0.02,7105.0,2290.0,1.0
0.012,0.022,6168.0,1847.0,1.0
0.012,0.018,5966.0,2068.0,1.01
0.012,0.012,4701.0,2065.0,1.0
0.013,0.017,5150.0,2013.0,1.0
0.012,0.015,6203.0,2078.0,1.0
0.013,0.019,5305.0,2118.0,1.0
0.014,0.016,4270.0,2390.0,1.0
0.013,0.018,5406.0,2088.0,1.0
0.011,0.012,5819.0,2264.0,1.0
0.013,0.013,4740.0,2296.0,1.0
0.014,0.017,4192.0,2180.0,1.0
0.013,0.016,4796.0,2214.0,1.0
0.014,0.014,4031.0,2144.0,1.0
0.015,0.017,4177.0,2246.0,1.0
0.014,0.018,4662.0,2325.0,1.0
0.013,0.018,4845.0,1931.0,1.0
0.012,0.012,5331.0,2358.0,1.0
0.013,0.017,4977.0,2169.0,1.0
0.013,0.017,5018.0,2390.0,1.0
0.011,0.016,6768.0,2129.0,1.0
0.014,0.018,4404.0,2228.0,1.0
0.013,0.014,5062.0,1824.0,1.0
0.014,0.017,4569.0,1947.0,1.0
0.012,0.018,6164.0,2268.0,1.0
0.014,0.017,4919.0,2311.0,1.0
0.014,0.017,4247.0,1998.0,1.0
0.011,0.012,4934.0,1973.0,1.0
0.013,0.017,4960.0,1680.0,1.0
0.014,0.016,4708.0,2100.0,1.0
0.013,0.01,4096.0,2288.0,1.0
0.013,0.016,4792.0,2245.0,1.0
0.014,0.018,4595.0,2161.0,1.0
0.014,0.012,4322.0,2355.0,1.0
0.013,0.017,4876.0,1849.0,1.0
0.012,0.015,5455.0,2383.0,1.0
0.015,0.02,4210.0,1911.0,1.0
0.012,0.015,5402.0,2068.0,1.0
0.014,0.018,4963.0,2382.0,1.0
0.015,0.02,4564.0,2145.0,1.0
0.013,0.018,4661.0,2156.0,1.0
0.015,0.018,3948.0,1976.0,1.0
0.013,0.019,5410.0,2082.0,1.0
0.014,0.015,4088.0,2352.0,1.0
0.014,0.017,4001.0,1884.0,1.0
0.013,0.018,5212.0,2107.0,1.0
0.014,0.016,4455.0,2104.0,1.01
0.012,0.012,5593.0,2065.0,1.0
0.012,0.015,4412.0,2273.0,1.0
0.014,0.018,4542.0,2030.0,1.0
0.014,0.019,5080.0,1914.0,1.0
0.012,0.015,5623.0,2043.0,1.0
0.013,0.019,5064.0,1903.0,1.0
0.014,0.016,3981.0,2298.0,1.0
0.012,0.017,5289.0,2031.0,1.0
0.013,0.017,5009.0,2033.0,1.0
0.013,0.016,5181.0,2181.0,1.0
0.013,0.016,4825.0,1956.0,1.0
0.014,0.02,4915.0,2304.0,1.0
0.014,0.019,4596.0,1968.0,1.0
0.012,0.011,5014.0,2531.0,1.0
0.013,0.013,4814.0,2158.0,1.0
0.014,0.015,4351.0,2406.0,1.0
0.013,0.018,5112.0,1976.0,1.0
0.014,0.019,4539.0,1954.0,1.0
0.013,0.019,5061.0,2082.0,1.0
0.012,0.016,5491.0,2429.0,1.0
0.012,0.018,5463.0,2005.0,1.0
0.014,0.015,4424.0,2320.0,1.0
0.013,0.012,4419.0,2524.0,1.0
0.013,0.019,5088.0,2191.0,1.0
0.012,0.017,5718.0,2301.0,1.0
0.012,0.018,6021.0,2436.0,1.0
0.013,0.016,4614.0,1826.0,1.0
0.013,0.016,4989.0,2128.0,1.0
0.013,0.019,5381.0,1851.0,1.0
0.01,0.013,6037.0,2701.0,1.0
0.015,0.018,4222.0,2057.0,1.0
0.013,0.017,5391.0,2084.0,1.0
0.013,0.018,4843.0,2141.0,1.0
0.014,0.017,4760.0,2238.0,1.0
0.012,0.014,5009.0,2355.0,1.0
0.013,0.014,4354.0,2267.0,1.0
0.012,0.015,4945.0,2488.0,1.0
0.012,0.02,5332.0,2057.0,1.0
0.014,0.015,4461.0,2111.0,1.0
0.014,0.018,4449.0,2034.0,1.0
0.013,0.015,5085.0,2174.0,1.0
0.012,0.017,5091.0,1908.0,1.0
0.01,0.008,4216.0,2064.0,1.0
0.014,0.016,4501.0,1838.0,1.0
0.013,0.017,5148.0,2037.0,1.0
0.013,0.019,4680.0,2166.0,1.0
0.013,0.017,4675.0,2072.0,1.0
0.015,0.013,3576.0,2577.0,1.0
0.014,0.019,4623.0,1976.0,1.0
0.013,0.018,5084.0,2414.0,1.0
0.013,0.016,4942.0,2267.0,1.0
0.013,0.018,4922.0,2016.0,1.0
0.014,0.02,4922.0,2038.0,1.0
0.013,0.011,4722.0,2174.0,1.0
0.014,0.017,4286.0,2293.0,1.0
0.015,0.019,4320.0,2163.0,1.0
0.012,0.016,5406.0,2188.0,1.0
0.013,0.012,4247.0,2204.0,1.0
0.012,0.015,5384.0,2531.0,1.0
0.013,0.017,4942.0,2161.0,1.0
0.014,0.017,4427.0,2214.0,1.0
0.013,0.013,5071.0,2367.0,1.0
0.013,0.015,4522.0,2154.0,1.0
0.012,0.014,5177.0,2437.0,1.01
0.013,0.015,4530.0,2514.0,1.0
0.013,0.016,4882.0,1973.0,1.0
0.012,0.018,4877.0,2141.0,1.0
0.013,0.016,5244.0,2299.0,1.0
0.014,0.015,4442.0,2257.0,1.0
0.013,0.014,4768.0,2357.0,1.0
0.014,0.018,4874.0,2203.0,1.0
0.013,0.018,4840.0,2233.0,1.0
0.013,0.017,4673.0,2055.0,1.0
0.014,0.016,4771.0,1932.0,1.0
0.014,0.016,4817.0,2047.0,1.01
0.013,0.016,4108.0,2277.0,1.0
0.014,0.018,4728.0,2349.0,1.0
0.014,0.017,5016.0,1858.0,1.0
0.013,0.018,5142.0,2240.0,1.0
0.014,0.019,4735.0,2066.0,1.0
0.013,0.018,4948.0,1951.0,1.0
0.014,0.014,4431.0,2406.0,1.0
0.013,0.016,4993.0,2304.0,1.0
0.013,0.018,5377.0,2214.0,1.0
0.013,0.018,5190.0,2221.0,1.0
0.013,0.013,5256.0,2076.0,1.0
0.013,0.018,5159.0,2066.0,1.0
0.011,0.016,6632.0,2241.0,1.0
0.013,0.019,5072.0,2012.0,1.0
0.013,0.015,5553.0,2375.0,1.0
0.013,0.012,5061.0,1821.0,1.0
0.013,0.019,5144.0,2223.0,1.0
0.013,0.015,5127.0,2078.0,1.0
0.012,0.015,5746.0,2188.0,1.0
0.013,0.016,4662.0,2363.0,1.0
0.013,0.014,4998.0,2167.0,1.0
0.013,0.014,4957.0,2397.0,1.0
0.014,0.018,4834.0,2034.0,1.0
0.013,0.014,4347.0,1872.0,1.0
0.011,0.01,3470.0,2380.0,1.0
0.013,0.012,3961.0,2359.0,1.0
0.013,0.016,5251.0,2182.0,1.0
0.014,0.014,4520.0,2212.0,1.0
0.014,0.02,4697.0,1809.0,1.0
0.013,0.018,5548.0,2374.0,1.0
0.014,0.014,4303.0,2525.0,1.0
0.012,0.016,5353.0,2113.0,1.0
0.013,0.015,4115.0,2464.0,1.0
0.013,0.017,5697.0,2290.0,1.0
0.012,0.015,5118.0,2464.0,1.0
0.013,0.017,5021.0,2140.0,1.0
0.013,0.016,4775.0,2306.0,1.0
0.011,0.016,6174.0,2427.0,1.0
0.013,0.018,4325.0,1879.0,1.0
0.013,0.018,5625.0,2207.0,1.0
0.015,0.022,4240.0,1964.0,1.01
0.012,0.016,5216.0,2046.0,1.0
0.014,0.017,4698.0,2550.0,1.0
0.012,0.018,5370.0,2185.0,1.0
0.012,0.016,5614.0,2208.0,1.0
0.015,0.018,3704.0,1642.0,1.0
0.014,0.02,4444.0,1899.0,1.0
0.012,0.016,4932.0,1937.0,1.0
0.013,0.019,5848.0,2163.0,1.0
0.013,0.02,4814.0,1922.0,1.0
0.014,0.02,4914.0,2185.0,1.0
0.014,0.018,4936.0,2017.0,1.01
0.013,0.018,4869.0,1973.0,1.0
0.012,0.014,5114.0,2434.0,1.0
0.014,0.017,4400.0,2317.0,1.0
0.012,0.016,5304.0,2000.0,1.0
0.014,0.018,4737.0,2445.0,1.0
0.012,0.016,5982.0,1896.0,1.0
0.015,0.019,3950.0,2038.0,1.0
0.012,0.021,5659.0,1972.0,1.0
0.013,0.016,4856.0,2179.0,1.0
0.014,0.017,3968.0,2144.0,1.0
0.012,0.02,6067.0,1941.0,1.0
0.013,0.017,5037.0,2238.0,1.0
0.014,0.019,5045.0,2325.0,1.0
0.014,0.014,4125.0,2446.0,1.0
0.013,0.017,5004.0,1967.0,1.0
0.012,0.017,5690.0,2415.0,1.0
0.012,0.018,5196.0,2333.0,1.0
0.013,0.017,5376.0,2342.0,1.0
0.013,0.017,5000.0,2440.0,1.0
0.014,0.017,4561.0,2318.0,1.0
0.014,0.018,4715.0,2128.0,1.0
0.012,0.018,5713.0,2025.0,1.0
0.013,0.017,5266.0,2094.0,1.0
0.012,0.013,4521.0,2408.0,1.0
0.012,0.017,5523.0,2489.0,1.0
0.015,0.016,4190.0,1809.0,1.0
0.013,0.017,4940.0,1879.0,1.0
0.014,0.015,4237.0,2074.0,1.0
0.012,0.019,5760.0,1952.0,1.0
0.013,0.015,5293.0,2314.0,1.0
0.013,0.019,4732.0,2286.0,1.0
0.013,0.018,4746.0,2365.0,1.0
0.013,0.017,4950.0,1966.0,1.0
0.014,0.017,4740.0,2437.0,1.0
0.014,0.019,5282.0,1988.0,1.0
0.013,0.02,5703.0,2219.0,1.0
0.012,0.02,6212.0,1947.0,1.0
0.013,0.015,4386.0,2349.0,1.0
0.012,0.016,5630.0,2331.0,1.0
0.014,0.017,4482.0,2137.0,1.0
0.013,0.016,4606.0,2275.0,1.0
0.013,0.015,4827.0,2077.0,1.0
0.013,0.017,5372.0,2113.0,1.0
0.013,0.018,4473.0,2127.0,1.0
0.013,0.013,4433.0,2353.0,1.0
0.014,0.017,4634.0,2172.0,1.0
0.014,0.018,4408.0,2326.0,1.0
0.013,0.017,5395.0,2325.0,1.0
0.014,0.019,4115.0,2209.0,1.0
0.012,0.018,5790.0,2133.0,1.0
0.014,0.015,4246.0,1917.0,1.0
0.013,0.015,5008.0,2332.0,1.0
0.013,0.015,5090.0,2367.0,1.0
0.012,0.02,6422.0,2066.0,1.0
0.012,0.016,5265.0,2130.0,1.0
0.014,0.016,4415.0,2209.0,1.0
0.012,0.019,5407.0,2147.0,1.0
0.013,0.015,4667.0,2385.0,1.0
0.014,0.017,4578.0,2129.0,1.0
0.013,0.017,5007.0,2314.0,1.0
0.014,0.016,4352.0,2325.0,1.0
0.012,0.018,5330.0,2159.0,1.0
0.013,0.016,4836.0,2209.0,1.0
0.013,0.015,4477.0,2012.0,1.0
0.014,0.014,3604.0,2075.0,1.0
0.013,0.02,5106.0,1847.0,1.0
0.014,0.018,4784.0,1981.0,1.0
0.013,0.016,4971.0,2219.0,1.0
0.013,0.016,4576.0,2238.0,1.0
0.013,0.017,4646.0,2226.0,1.0
0.013,0.017,4731.0,2005.0,1.0
0.014,0.017,4503.0,2225.0,1.0
0.013,0.014,5216.0,2511.0,1.0
0.013,0.017,5179.0,2160.0,1.0
0.013,0.017,4342.0,2257.0,1.0
0.015,0.017,4174.0,1977.0,1.0
0.012,0.018,5909.0,1877.0,1.0
0.013,0.017,5402.0,2440.0,1.0
0.014,0.019,4533.0,2122.0,1.0
0.012,0.02,5617.0,2099.0,1.0
0.014,0.017,4304.0,2135.0,1.0
0.012,0.018,6143.0,1813.0,1.0
0.012,0.017,5497.0,2280.0,1.01
0.012,0.018,5230.0,2220.0,1.0
0.013,0.018,5525.0,2374.0,1.0
0.013,0.015,4404.0,2379.0,1.0
0.013,0.015,5133.0,2612.0,1.0
0.012,0.016,5799.0,2285.0,1.0
0.013,0.011,4952.0,2489.0,1.0
0.014,0.019,4893.0,2433.0,1.0
0.012,0.014,5613.0,2274.0,1.0
0.012,0.016,5496.0,2378.0,1.0
0.013,0.018,4954.0,2186.0,1.0
0.013,0.013,4569.0,2440.0,1.0
0.013,0.018,4589.0,2106.0,1.0
0.014,0.014,4506.0,2384.0,1.0
0.014,0.017,4515.0,2336.0,1.0
0.013,0.018,5387.0,2232.0,1.0
0.013,0.013,4907.0,2458.0,1.0
0.013,0.017,5104.0,2596.0,1.0
0.012,0.016,4972.0,2059.0,1.0
0.013,0.017,4730.0,2070.0,1.0
0.013,0.016,4712.0,2377.0,1.0
0.013,0.019,4872.0,1900.0,1.0
0.012,0.016,5102.0,2339.0,1.0
0.012,0.019,5708.0,1735.0,1.0
0.012,0.019,6757.0,2337.0,1.0
0.013,0.017,4916.0,2329.0,1.0
0.014,0.019,5032.0,1945.0,1.0
0.013,0.017,4738.0,2192.0,1.0
0.013,0.018,4884.0,2057.0,1.0
0.012,0.014,4307.0,2462.0,1.0
0.012,0.017,5188.0,2255.0,1.0
0.013,0.017,5490.0,2051.0,1.0
0.013,0.015,5081.0,2183.0,1.0
0.013,0.017,4754.0,2177.0,1.0
0.013,0.018,5693.0,2274.0,1.0
0.014,0.015,3971.0,2200.0,1.0
0.013,0.019,5292.0,2113.0,1.0
0.011,0.016,6097.0,2746.0,1.0
0.013,0.016,4727.0,2395.0,1.0
0.013,0.018,5057.0,2036.0,1.0
0.013,0.012,4383.0,2699.0,1.0
0.012,0.015,4843.0,2000.0,1.0
0.013,0.017,4783.0,2227.0,1.0
0.013,0.016,4530.0,2429.0,1.0
0.012,0.014,5453.0,2371.0,1.0
0.014,0.018,4257.0,1971.0,1.0
0.014,0.015,4146.0,2299.0,1.0
0.013,0.014,4302.0,2233.0,1.0
0.012,0.016,5202.0,2380.0,1.0
0.015,0.024,4084.0,1717.0,1.0
0.012,0.015,5055.0,2405.0,1.0
0.012,0.011,4946.0,2346.0,1.0
0.012,0.015,5224.0,1936.0,1.0
0.014,0.018,4502.0,2205.0,1.0
0.012,0.019,5969.0,2191.0,1.0
0.012,0.013,4891.0,2539.0,1.0
0.013,0.021,6336.0,1902.0,1.0
0.012,0.019,6098.0,1792.0,1.0
0.013,0.016,4400.0,2238.0,1.0
0.013,0.015,4725.0,1948.0,1.0
0.013,0.016,5615.0,2411.0,1.0
0.012,0.016,4890.0,2243.0,1.0
0.013,0.02,5483.0,1972.0,1.0
0.015,0.021,4090.0,1776.0,1.0
0.015,0.015,3909.0,2357.0,1.0
0.012,0.018,5519.0,1874.0,1.0
0.012,0.015,4305.0,2204.0,1.0
0.013,0.02,4492.0,1792.0,1.0
0.014,0.02,4963.0,1937.0,1.0
0.013,0.016,4808.0,2213.0,1.0
0.013,0.016,4451.0,2254.0,1.0
0.013,0.014,4261.0,2247.0,1.0
0.012,0.017,6288.0,1896.0,1.0
0.013,0.017,5227.0,2192.0,1.0
0.013,0.019,5473.0,2412.0,1.0
0.012,0.017,5670.0,2048.0,1.0
0.012,0.017,5707.0,2350.0,1.0
0.014,0.015,4511.0,2435.0,1.0
0.012,0.017,5465.0,2254.0,1.0
0.014,0.017,4488.0,2352.0,1.0
0.012,0.018,5832.0,2036.0,1.0
0.012,0.014,5213.0,2329.0,1.0
0.012,0.018,6548.0,2053.0,1.0
0.013,0.017,4567.0,2277.0,1.0
0.012,0.015,5201.0,1871.0,1.0
0.013,0.016,4624.0,2346.0,1.0
0.013,0.015,4727.0,2402.0,1.0
0.013,0.017,4953.0,2409.0,1.01
0.013,0.015,4541.0,2340.0,1.0
0.014,0.014,4184.0,2424.0,1.0
0.014,0.018,4659.0,2292.0,1.0
0.014,0.018,4799.0,2230.0,1.0
0.013,0.016,4730.0,2044.0,1.0
0.013,0.014,4485.0,2250.0,1.0
0.013,0.017,4940.0,2250.0,1.0
0.013,0.019,5008.0,2274.0,1.0
0.012,0.014,5694.0,2488.0,1.0
0.012,0.014,5667.0,2353.0,1.0
0.012,0.016,5659.0,2047.0,1.0
0.012,0.017,5644.0,2184.0,1.0
0.014,0.019,4631.0,2113.0,1.0
0.013,0.018,4754.0,2123.0,1.0
0.014,0.017,4580.0,2361.0,1.0
0.015,0.019,4071.0,2035.0,1.0
0.014,0.018,5027.0,2219.0,1.0
0.012,0.019,5548.0,2218.0,1.01
0.012,0.016,5124.0,2206.0,1.0
0.013,0.016,4986.0,2371.0,1.01
0.012,0.016,5748.0,2050.0,1.0
0.013,0.016,5107.0,2318.0,1.0
0.013,0.015,4226.0,2218.0,1.0
0.013,0.018,5010.0,2016.0,1.0
0.014,0.018,4836.0,1937.0,1.0
0.012,0.017,5323.0,2397.0,1.0
0.015,0.021,4441.0,2175.0,1.0
0.012,0.017,5405.0,2472.0,1.0
0.012,0.016,5951.0,2208.0,1.0
0.011,0.014,5819.0,2334.0,1.0
0.013,0.017,4740.0,2148.0,1.0
0.013,0.016,4469.0,2714.0,1.0
0.013,0.017,4708.0,2142.0,1.0
0.011,0.014,4692.0,2340.0,1.0
0.014,0.018,4224.0,2249.0,1.0
0.014,0.017,4211.0,2262.0,1.0
0.012,0.017,5376.0,2092.0,1.0
0.014,0.015,4645.0,2166.0,1.0
0.012,0.017,5568.0,2351.0,1.0
0.013,0.017,4784.0,2327.0,1.0
0.012,0.015,5079.0,2177.0,1.0
0.012,0.015,5310.0,2224.0,1.0
0.013,0.016,5096.0,2333.0,1.0
0.012,0.016,5563.0,2030.0,1.0
0.012,0.017,6802.0,2432.0,1.0
0.013,0.018,4833.0,1865.0,1.0
0.014,0.015,3967.0,2207.0,1.0
0.014,0.019,4733.0,1873.0,1.0
0.013,0.018,5062.0,2400.0,1.0
0.012,0.018,5740.0,2154.0,1.0
0.013,0.019,4958.0,2158.0,1.0
0.012,0.017,5299.0,2058.0,1.0
0.015,0.019,4155.0,1940.0,1.0
0.013,0.016,4763.0,2120.0,1.0
0.013,0.017,4897.0,2160.0,1.0
0.014,0.017,4089.0,2414.0,1.0
0.013,0.017,5100.0,2490.0,1.0
0.013,0.016,5519.0,2719.0,1.0
0.013,0.017,5349.0,2383.0,1.0
0.012,0.015,5412.0,2337.0,1.0
