mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
0.011,0.022,8277.0,2258.0,1.0
0.01,0.019,7929.0,2004.0,1.0
0.012,0.016,5409.0,2180.0,1.0
0.01,0.021,8970.0,2236.0,1.0
0.011,0.011,5358.0,1988.0,1.0
0.011,0.019,7735.0,2234.0,1.0
0.011,0.021,7657.0,1940.0,1.0
0.011,0.021,8083.0,1981.0,1.0
0.012,0.016,5932.0,2225.0,1.0
0.011,0.018,7338.0,2355.0,1.0
0.012,0.021,6930.0,2079.0,1.0
0.012,0.021,6839.0,2131.0,1.0
0.011,0.026,9015.0,1937.0,1.0
0.012,0.022,6547.0,1941.0,1.0
0.011,0.015,6664.0,2346.0,1.0
0.011,0.019,7471.0,2178.0,1.0
0.01,0.019,8993.0,2230.0,1.0
0.012,0.019,6222.0,2270.0,1.0
0.012,0.022,7331.0,2022.0,1.0
0.013,0.022,5853.0,1844.0,1.0
0.011,0.02,7774.0,2099.0,1.0
0.012,0.021,7046.0,2164.0,1.0
0.011,0.023,9266.0,2102.0,1.0
0.011,0.014,7850.0,2282.0,1.0
0.008,0.006,5119.0,2482.0,1.0
0.012,0.019,6899.0,2125.0,1.0
0.01,0.017,8709.0,2164.0,1.0
0.011,0.02,7553.0,2014.0,1.0
0.011,0.018,7671.0,2059.0,1.0
0.012,0.022,6596.0,2169.0,1.0
0.01,0.02,8828.0,2159.0,1.0
0.011,0.022,7611.0,1774.0,1.0
0.012,0.024,6972.0,2004.0,1.0
0.01,0.015,8733.0,2355.0,1.0
0.011,0.019,7757.0,2193.0,1.0
0.012,0.021,6888.0,2162.0,1.01
0.012,0.02,6099.0,2084.0,1.0
0.011,0.016,7719.0,2372.0,1.0
0.009,0.015,6691.0,2129.0,1.0
0.009,0.012,6741.0,2423.0,1.0
0.012,0.021,6621.0,1948.0,1.0
0.011,0.018,6848.0,1873.0,1.0
0.011,0.015,6056.0,2574.0,1.0
0.011,0.019,7146.0,2510.0,1.0
0.011,0.015,5838.0,2070.0,1.0
0.012,0.023,7064.0,2012.0,1.0
0.012,0.017,6412.0,2249.0,1.0
0.011,0.021,8033.0,2184.0,1.0
0.011,0.02,7540.0,1996.0,1.0
0.011,0.023,10189.0,2330.0,1.01
0.012,0.019,6710.0,2192.0,1.0
0.01,0.018,7586.0,2348.0,1.0
0.01,0.022,8899.0,2214.0,1.0
0.012,0.022,5793.0,2052.0,1.0
0.011,0.02,7821.0,2392.0,1.0
0.011,0.015,6083.0,2331.0,1.0
0.01,0.021,9517.0,2188.0,1.0
0.012,0.021,6924.0,2067.0,1.0
0.011,0.02,7204.0,1993.0,1.0
0.012,0.022,7841.0,2141.0,1.0
0.011,0.018,7740.0,2225.0,1.0
0.01,0.017,8196.0,2280.0,1.0
0.012,0.022,7403.0,1793.0,1.0
0.01,0.018,6765.0,2158.0,1.0
0.011,0.013,7517.0,2584.0,1.0
0.011,0.016,7541.0,2094.0,1.0
0.01,0.018,7569.0,2024.0,1.0
0.011,0.019,7089.0,2003.0,1.0
0.011,0.023,9070.0,1844.0,1.0
0.01,0.018,7390.0,2315.0,1.0
0.011,0.021,7554.0,1757.0,1.0
0.011,0.021,8690.0,2199.0,1.0
0.01,0.015,8136.0,2201.0,1.0
0.011,0.02,7517.0,1915.0,1.0
0.01,0.019,8083.0,2041.0,1.0
0.009,0.017,8913.0,2105.0,1.0
0.01,0.023,9365.0,1961.0,1.0
0.012,0.021,6843.0,2132.0,1.0
0.012,0.021,6533.0,1868.0,1.0
0.011,0.022,7683.0,2245.0,1.0
0.011,0.021,7603.0,2113.0,1.0
0.011,0.021,7607.0,2174.0,1.0
0.01,0.02,8137.0,1827.0,1.0
0.012,0.023,6370.0,1767.0,1.0
0.01,0.024,9549.0,1639.0,1.0
0.01,0.015,7702.0,2457.0,1.0
0.011,0.023,7955.0,1896.0,1.0
0.01,0.021,9916.0,2095.0,1.0
0.01,0.013,6751.0,2396.0,1.0
0.011,0.02,8098.0,2025.0,1.0
0.012,0.023,7274.0,1900.0,1.0
0.012,0.02,7016.0,2128.0,1.0
0.011,0.021,8012.0,2126.0,1.0
0.011,0.019,7850.0,2112.0,1.0
0.011,0.022,7897.0,2127.0,1.0
0.009,0.019,10244.0,2257.0,1.0
0.011,0.022,8063.0,2121.0,1.0
0.01,0.02,9464.0,2205.0,1.0
0.011,0.022,7931.0,2089.0,1.0
0.012,0.019,6471.0,1911.0,1.0
0.012,0.021,7310.0,2121.0,1.0
0.01,0.02,8417.0,2088.0,1.01
0.01,0.013,6785.0,2217.0,1.0
0.01,0.022,8774.0,2224.0,1.01
0.01,0.015,7378.0,2154.0,1.0
0.01,0.02,8797.0,2100.0,1.0
0.01,0.017,8198.0,2345.0,1.0
0.012,0.016,5952.0,2244.0,1.0
0.011,0.018,8422.0,2274.0,1.0
0.011,0.021,7310.0,2009.0,1.0
0.011,0.021,8119.0,1980.0,1.0
0.011,0.02,8386.0,2100.0,1.0
0.01,0.019,8209.0,1902.0,1.0
0.01,0.018,8351.0,2271.0,1.0
0.01,0.022,8945.0,1931.0,1.0
0.011,0.018,7331.0,2112.0,1.0
0.01,0.016,7647.0,2153.0,1.0
0.011,0.018,7250.0,1662.0,1.0
0.012,0.019,6658.0,1935.0,1.0
0.011,0.02,8577.0,2369.0,1.0
0.012,0.02,6980.0,2033.0,1.0
0.013,0.02,5098.0,2231.0,1.0
0.012,0.021,6957.0,1900.0,1.0
0.011,0.016,6367.0,2310.0,1.0
0.01,0.019,9613.0,2068.0,1.0
0.012,0.022,6764.0,1976.0,1.0
0.011,0.021,7747.0,2188.0,1.0
0.01,0.023,9231.0,1987.0,1.0
0.012,0.019,6277.0,2112.0,1.0
0.012,0.02,6977.0,2229.0,1.0
0.012,0.024,6642.0,1959.0,1.0
0.011,0.025,8685.0,1904.0,1.01
0.012,0.019,6240.0,2515.0,1.0
0.011,0.024,9026.0,1807.0,1.0
0.011,0.02,7615.0,1765.0,1.0
0.011,0.017,7166.0,1968.0,1.0
0.011,0.022,7812.0,1927.0,1.0
0.011,0.022,8685.0,2228.0,1.0
0.011,0.017,7335.0,2210.0,1.0
0.011,0.021,7428.0,1938.0,1.0
0.009,0.019,10431.0,2260.0,1.0
0.011,0.02,7763.0,2279.0,1.0
0.011,0.02,7616.0,2175.0,1.0
0.011,0.021,7161.0,2073.0,1.0
0.011,0.016,6435.0,2397.0,1.0
0.012,0.024,7164.0,1637.0,1.0
0.01,0.021,9752.0,2126.0,1.0
0.011,0.022,7792.0,1910.0,1.0
0.011,0.02,8343.0,2214.0,1.0
0.012,0.02,6869.0,1772.0,1.01
0.011,0.02,7755.0,2052.0,1.0
0.011,0.021,8775.0,1845.0,1.0
0.012,0.022,7457.0,1957.0,1.0
0.01,0.021,9154.0,2101.0,1.0
0.011,0.021,8360.0,1999.0,1.0
0.011,0.02,8456.0,2226.0,1.0
0.009,0.012,6773.0,2295.0,1.0
0.01,0.013,6019.0,1670.0,1.0
0.011,0.021,7265.0,1889.0,1.0
0.012,0.022,7309.0,2189.0,1.0
0.011,0.021,8780.0,2225.0,1.0
0.011,0.021,7723.0,1848.0,1.0
0.01,0.018,7937.0,2200.0,1.0
0.011,0.017,5504.0,2218.0,1.0
0.01,0.018,8382.0,2232.0,1.0
0.012,0.017,5808.0,2226.0,1.0
0.011,0.022,7122.0,2042.0,1.0
0.011,0.02,7746.0,2011.0,1.01
0.011,0.022,7637.0,1934.0,1.0
0.011,0.023,8573.0,1870.0,1.0
0.011,0.014,7537.0,2309.0,1.0
0.011,0.02,8084.0,2346.0,1.0
0.01,0.021,8285.0,2070.0,1.0
0.011,0.018,6455.0,2093.0,1.0
0.012,0.022,7385.0,1924.0,1.0
0.011,0.02,7588.0,2041.0,1.0
0.011,0.018,7957.0,2281.0,1.01
0.011,0.021,8263.0,2224.0,1.0
0.012,0.026,7008.0,1576.0,1.01
0.012,0.022,6398.0,1487.0,1.0
0.012,0.021,6459.0,1978.0,1.0
0.013,0.018,5619.0,2046.0,1.0
0.011,0.024,8179.0,1618.0,1.0
0.012,0.02,6817.0,2044.0,1.0
0.01,0.022,8639.0,2048.0,1.0
0.01,0.016,8327.0,2176.0,1.0
0.01,0.018,7300.0,1979.0,1.01
0.011,0.016,7125.0,2034.0,1.0
0.01,0.021,8300.0,1871.0,1.0
0.011,0.023,8253.0,2174.0,1.0
0.012,0.021,6958.0,2158.0,1.0
0.012,0.022,7373.0,2113.0,1.0
0.01,0.017,9773.0,2330.0,1.0
0.012,0.021,7148.0,2271.0,1.0
0.012,0.019,6515.0,2232.0,1.0
0.011,0.017,6723.0,2190.0,1.0
0.011,0.019,7581.0,2241.0,1.0
0.011,0.021,7859.0,1958.0,1.0
0.011,0.017,6476.0,2299.0,1.0
0.012,0.021,7489.0,2327.0,1.01
0.011,0.021,7724.0,2209.0,1.0
0.012,0.02,6603.0,2077.0,1.0
0.01,0.019,7553.0,1998.0,1.0
0.012,0.022,6382.0,1819.0,1.0
0.01,0.02,8357.0,2347.0,1.0
0.012,0.021,6867.0,1930.0,1.0
0.01,0.017,7579.0,2018.0,1.0
0.012,0.022,7523.0,1939.0,1.0
0.01,0.013,6781.0,2458.0,1.0
0.011,0.021,8315.0,2144.0,1.0
0.012,0.023,7206.0,2013.0,1.0
0.01,0.022,10110.0,1926.0,1.01
0.012,0.029,7672.0,1660.0,1.0
0.012,0.021,7270.0,1976.0,1.01
0.009,0.023,10061.0,1837.0,1.0
0.011,0.022,7438.0,2030.0,1.0
0.011,0.02,7512.0,2457.0,1.0
0.012,0.021,6539.0,2031.0,1.0
0.012,0.024,7402.0,1819.0,1.01
0.011,0.02,7399.0,2047.0,1.0
0.011,0.019,6995.0,2274.0,1.0
0.01,0.021,8782.0,2248.0,1.0
0.012,0.022,7191.0,1816.0,1.01
0.011,0.019,7171.0,2149.0,1.0
0.01,0.021,8077.0,2187.0,1.0
0.011,0.023,7868.0,2116.0,1.0
0.012,0.022,6791.0,1922.0,1.0
0.011,0.019,6943.0,2008.0,1.0
0.011,0.024,7445.0,1986.0,1.01
0.011,0.02,8098.0,1903.0,1.0
0.011,0.022,8512.0,2149.0,1.0
0.01,0.018,9239.0,2283.0,1.0
0.012,0.019,7129.0,2047.0,1.0
0.011,0.021,7933.0,1986.0,1.01
0.011,0.021,8089.0,2479.0,1.0
0.011,0.018,8648.0,1805.0,1.0
0.012,0.022,6549.0,2145.0,1.0
0.011,0.019,7172.0,2056.0,1.0
0.012,0.022,6637.0,2186.0,1.0
0.011,0.024,7674.0,1860.0,1.0
0.011,0.022,8314.0,1973.0,1.0
0.012,0.016,5273.0,2332.0,1.0
0.009,0.013,5936.0,2359.0,1.0
0.012,0.018,6494.0,2303.0,1.0
0.011,0.02,8319.0,1985.0,1.0
0.01,0.024,9615.0,2127.0,1.0
0.012,0.021,6870.0,2119.0,1.0
0.011,0.024,9046.0,2119.0,1.0
0.009,0.012,6241.0,2273.0,1.0
0.011,0.021,7460.0,2117.0,1.0
0.01,0.014,6927.0,2353.0,1.0
0.01,0.019,7862.0,2001.0,1.0
0.011,0.021,7683.0,2091.0,1.0
0.011,0.018,6878.0,2166.0,1.0
0.009,0.007,6797.0,2272.0,1.0
0.011,0.024,7349.0,1905.0,1.0
0.012,0.017,5985.0,1788.0,1.0
0.01,0.019,8610.0,2479.0,1.0
0.012,0.018,7106.0,2239.0,1.0
0.011,0.019,7034.0,2058.0,1.0
0.011,0.019,7579.0,2351.0,1.0
0.013,0.022,6446.0,2076.0,1.0
0.012,0.023,7440.0,1954.0,1.0
0.011,0.026,8468.0,1720.0,1.0
0.011,0.021,6976.0,2031.0,1.0
0.011,0.023,8203.0,1892.0,1.0
0.007,0.008,5567.0,2156.0,1.0
0.011,0.022,7481.0,1755.0,1.0
0.012,0.021,7160.0,2028.0,1.0
0.01,0.017,8969.0,2341.0,1.0
0.011,0.016,6404.0,2262.0,1.0
0.011,0.025,8400.0,1809.0,1.0
0.011,0.02,8094.0,1787.0,1.0
0.013,0.026,7018.0,1578.0,1.0
0.01,0.023,8600.0,2028.0,1.0
0.012,0.019,6804.0,2227.0,1.0
0.01,0.02,8653.0,2405.0,1.0
0.011,0.022,7778.0,2012.0,1.0
0.012,0.023,6630.0,2159.0,1.0
0.011,0.021,8140.0,2012.0,1.0
0.012,0.02,6722.0,2073.0,1.0
0.011,0.021,7303.0,2248.0,1.0
0.011,0.015,6713.0,2431.0,1.0
0.011,0.02,7699.0,2015.0,1.0
0.011,0.021,8364.0,2261.0,1.0
0.011,0.019,7425.0,2235.0,1.0
0.012,0.024,7039.0,1620.0,1.0
0.01,0.016,6819.0,2644.0,1.0
0.011,0.021,8304.0,2113.0,1.0
0.01,0.017,8082.0,1962.0,1.0
0.012,0.022,7083.0,1882.0,1.0
0.011,0.02,7705.0,2322.0,1.0
0.011,0.023,7865.0,1822.0,1.0
0.012,0.02,6819.0,2244.0,1.0
0.011,0.022,8041.0,1987.0,1.0
0.01,0.018,7668.0,2357.0,1.0
0.012,0.021,6808.0,1897.0,1.0
0.012,0.024,6870.0,2049.0,1.0
0.008,0.011,6556.0,2609.0,1.0
0.01,0.02,8446.0,2143.0,1.0
0.012,0.021,6469.0,2255.0,1.0
0.01,0.022,9350.0,2367.0,1.01
0.012,0.023,7128.0,1873.0,1.0
0.012,0.022,6200.0,1887.0,1.0
0.011,0.02,8040.0,2348.0,1.0
0.01,0.018,7743.0,2158.0,1.0
0.011,0.023,7942.0,2125.0,1.0
0.01,0.021,9262.0,2185.0,1.0
0.012,0.02,7332.0,2389.0,1.0
0.011,0.022,8600.0,2167.0,1.0
0.013,0.022,6408.0,2026.0,1.0
0.011,0.02,7201.0,1946.0,1.0
0.011,0.023,8039.0,2028.0,1.0
0.011,0.021,7671.0,1878.0,1.0
0.01,0.023,9234.0,2122.0,1.01
0.011,0.02,7230.0,2250.0,1.0
0.012,0.019,6806.0,1805.0,1.0
0.011,0.015,6977.0,2010.0,1.0
0.011,0.023,7734.0,1804.0,1.0
0.011,0.019,8465.0,2046.0,1.0
0.013,0.019,5474.0,2293.0,1.0
0.011,0.022,8340.0,2006.0,1.0
0.012,0.02,6990.0,2221.0,1.0
0.01,0.015,5756.0,2076.0,1.0
0.011,0.02,7244.0,2197.0,1.0
0.013,0.023,6507.0,1845.0,1.0
0.011,0.023,8563.0,1983.0,1.0
0.012,0.02,7127.0,2159.0,1.0
0.011,0.022,8528.0,2131.0,1.0
0.011,0.021,7385.0,1972.0,1.0
0.012,0.023,6924.0,1683.0,1.0
0.011,0.021,7968.0,1944.0,1.0
0.012,0.023,7654.0,1979.0,1.0
0.01,0.018,8245.0,2349.0,1.0
0.011,0.021,8064.0,1996.0,1.0
0.01,0.019,6785.0,2050.0,1.0
0.011,0.022,8096.0,2062.0,1.0
0.011,0.01,6468.0,2222.0,1.0
0.011,0.023,8631.0,1885.0,1.0
0.011,0.023,9074.0,1956.0,1.01
0.011,0.023,7737.0,1935.0,1.0
0.011,0.022,8686.0,1946.0,1.0
0.011,0.018,7982.0,2221.0,1.0
0.011,0.022,8120.0,2257.0,1.0
0.012,0.02,6184.0,2195.0,1.0
0.011,0.022,8473.0,1895.0,1.0
0.011,0.02,7322.0,2074.0,1.0
0.011,0.019,8111.0,2316.0,1.0
0.011,0.023,8833.0,2012.0,1.0
0.01,0.017,8011.0,2478.0,1.0
0.011,0.022,8160.0,2226.0,1.0
0.011,0.019,7343.0,2240.0,1.0
0.012,0.023,7814.0,1918.0,1.0
0.012,0.022,7427.0,1883.0,1.0
0.011,0.021,8794.0,2236.0,1.0
0.01,0.024,9721.0,1751.0,1.0
0.011,0.02,6705.0,2017.0,1.0
0.011,0.022,8024.0,2103.0,1.01
0.011,0.02,8518.0,2225.0,1.0
0.011,0.019,7105.0,1965.0,1.0
0.011,0.02,8068.0,2191.0,1.0
0.013,0.023,6491.0,1967.0,1.0
0.011,0.015,7032.0,1899.0,1.0
0.011,0.022,8094.0,1827.0,1.0
0.011,0.021,8277.0,1975.0,1.0
0.01,0.021,8894.0,2044.0,1.0
0.013,0.02,5830.0,1921.0,1.0
0.012,0.019,6661.0,2284.0,1.0
0.012,0.026,6730.0,1635.0,1.0
0.011,0.021,7278.0,2058.0,1.0
0.012,0.021,6790.0,2246.0,1.0
0.011,0.021,6677.0,1936.0,1.0
0.011,0.023,7848.0,1902.0,1.0
0.011,0.02,8071.0,2268.0,1.0
0.011,0.016,7857.0,1824.0,1.0
0.011,0.02,7874.0,2253.0,1.0
0.01,0.017,6452.0,2116.0,1.0
0.012,0.023,6862.0,1904.0,1.0
0.011,0.02,6844.0,1971.0,1.0
0.011,0.022,7895.0,1606.0,1.0
0.012,0.02,7381.0,2364.0,1.01
0.011,0.019,7091.0,2225.0,1.0
0.01,0.018,7479.0,2003.0,1.0
0.01,0.02,8626.0,2053.0,1.0
0.012,0.023,7647.0,2022.0,1.0
0.01,0.019,8082.0,2209.0,1.0
0.011,0.021,7198.0,2144.0,1.0
0.012,0.02,6558.0,2313.0,1.0
0.012,0.021,7072.0,1865.0,1.0
0.011,0.014,6631.0,1731.0,1.0
0.011,0.019,7928.0,2297.0,1.0
0.01,0.014,6469.0,1973.0,1.0
0.011,0.021,7076.0,1817.0,1.0
0.012,0.022,7344.0,2083.0,1.0
0.012,0.018,6812.0,2355.0,1.0
0.01,0.02,9121.0,2214.0,1.0
0.012,0.022,6969.0,2012.0,1.0
0.011,0.02,8080.0,2149.0,1.0
0.011,0.022,7094.0,2054.0,1.0
0.012,0.021,6892.0,2159.0,1.0
0.012,0.02,6629.0,2224.0,1.0
0.011,0.023,8348.0,2333.0,1.0
0.007,0.006,5636.0,2340.0,1.0
0.011,0.02,7953.0,2040.0,1.0
0.012,0.025,7633.0,1887.0,1.01
0.009,0.01,8389.0,1892.0,1.0
0.011,0.024,7991.0,1787.0,1.0
0.012,0.021,6724.0,2221.0,1.0
0.012,0.024,6917.0,2045.0,1.01
0.011,0.021,6983.0,2026.0,1.0
0.011,0.021,8072.0,2114.0,1.0
0.011,0.014,6952.0,2319.0,1.0
0.012,0.021,6858.0,1971.0,1.0
0.01,0.023,9624.0,2027.0,1.0
0.012,0.02,7105.0,1878.0,1.0
0.012,0.026,8034.0,1843.0,1.0
0.012,0.021,6928.0,1933.0,1.0
0.011,0.02,8449.0,2105.0,1.0
0.011,0.023,7828.0,1934.0,1.0
0.011,0.019,7232.0,1939.0,1.0
0.009,0.015,7643.0,2284.0,1.0
0.012,0.024,6858.0,1942.0,1.0
0.01,0.025,10431.0,1812.0,1.0
0.011,0.021,8452.0,2295.0,1.0
0.012,0.019,7631.0,2105.0,1.0
0.012,0.02,7473.0,1914.0,1.0
0.01,0.018,8036.0,2350.0,1.0
0.01,0.023,8953.0,1625.0,1.0
0.011,0.022,8904.0,2075.0,1.0
0.012,0.022,6940.0,1921.0,1.0
0.011,0.022,7540.0,1654.0,1.0
0.01,0.022,9074.0,2108.0,1.0
0.011,0.021,8749.0,2101.0,1.0
0.011,0.021,7511.0,1867.0,1.0
0.011,0.022,7018.0,1784.0,1.0
0.011,0.021,8095.0,1947.0,1.0
0.011,0.023,8817.0,2373.0,1.0
0.012,0.022,7646.0,1929.0,1.0
0.011,0.019,7948.0,2064.0,1.0
0.012,0.023,6613.0,1850.0,1.0
0.012,0.02,6759.0,2377.0,1.0
0.011,0.022,9296.0,2232.0,1.0
0.011,0.018,7399.0,2095.0,1.0
0.012,0.026,6961.0,1905.0,1.01
0.012,0.019,6753.0,2286.0,1.01
0.01,0.023,8477.0,1705.0,1.0
0.011,0.022,7638.0,1906.0,1.0
0.011,0.023,8796.0,2018.0,1.0
0.011,0.02,7411.0,2364.0,1.0
0.012,0.028,6901.0,1556.0,1.01
0.011,0.022,8183.0,2042.0,1.0
0.011,0.019,7672.0,2151.0,1.0
0.011,0.023,8257.0,1897.0,1.0
0.007,0.006,6861.0,1806.0,1.0
0.011,0.024,8433.0,2080.0,1.01
0.012,0.024,7730.0,2007.0,1.0
0.011,0.019,7277.0,2464.0,1.0
0.012,0.025,7518.0,1982.0,1.0
0.011,0.019,6840.0,2092.0,1.0
0.011,0.02,6929.0,1981.0,1.0
0.011,0.022,7560.0,1888.0,1.0
0.011,0.02,7044.0,1990.0,1.0
0.011,0.02,8267.0,2265.0,1.0
0.01,0.01,6563.0,2242.0,1.0
0.011,0.02,8086.0,2311.0,1.0
0.01,0.022,9520.0,1780.0,1.0
0.01,0.022,8556.0,1881.0,1.0
0.01,0.016,7329.0,2372.0,1.0
0.011,0.022,7889.0,2035.0,1.0
0.011,0.016,7837.0,1988.0,1.0
0.009,0.016,8029.0,2244.0,1.0
0.011,0.019,7457.0,1948.0,1.0
0.012,0.022,6447.0,1804.0,1.0
0.012,0.023,7014.0,1870.0,1.0
0.011,0.022,8013.0,2229.0,1.0
0.01,0.019,7544.0,2058.0,1.0
0.012,0.017,6507.0,2200.0,1.0
0.011,0.02,7149.0,2069.0,1.0
0.012,0.017,6685.0,1838.0,1.0
0.011,0.023,8981.0,2023.0,1.01
0.011,0.022,7739.0,1919.0,1.0
0.013,0.022,6349.0,1993.0,1.01
0.011,0.021,8748.0,1924.0,1.0
0.01,0.022,9274.0,2010.0,1.0
0.012,0.024,7108.0,1915.0,1.0
0.011,0.02,7583.0,2089.0,1.0
0.011,0.022,7451.0,2081.0,1.0
0.01,0.021,9170.0,2320.0,1.0
0.011,0.024,8252.0,2000.0,1.0
0.011,0.019,7049.0,2058.0,1.0
0.011,0.018,7344.0,2029.0,1.0
0.011,0.019,7457.0,2339.0,1.0
0.014,0.021,5356.0,2162.0,1.0
0.012,0.02,6555.0,2244.0,1.0
0.011,0.018,6708.0,1954.0,1.0
0.011,0.024,9026.0,1909.0,1.0
0.011,0.026,8546.0,1958.0,1.0
0.011,0.024,8397.0,1660.0,1.01
0.011,0.02,7732.0,2283.0,1.0
0.01,0.022,10431.0,1985.0,1.0
0.01,0.02,8286.0,1945.0,1.0
0.009,0.016,8360.0,2486.0,1.0
0.011,0.02,7731.0,2114.0,1.0
0.012,0.022,7123.0,2074.0,1.0
0.012,0.022,6755.0,1724.0,1.0
0.008,0.012,7311.0,2381.0,1.0
0.013,0.02,6245.0,1901.0,1.0
0.012,0.018,6729.0,1972.0,1.0
0.011,0.021,8079.0,1938.0,1.0
0.012,0.019,6796.0,2039.0,1.0
0.011,0.024,8984.0,1909.0,1.0
0.011,0.021,8569.0,2212.0,1.0
0.011,0.026,7953.0,1912.0,1.0
0.012,0.019,6442.0,2067.0,1.0
0.011,0.021,7463.0,2150.0,1.0
0.011,0.021,7428.0,2164.0,1.0
0.012,0.022,7411.0,2154.0,1.0
0.01,0.019,7910.0,2432.0,1.0
0.011,0.019,7068.0,1987.0,1.0
0.012,0.023,7253.0,1693.0,1.0
0.011,0.019,8329.0,2036.0,1.0
0.011,0.018,7205.0,2246.0,1.0
0.012,0.025,7391.0,1754.0,1.0
0.012,0.023,6464.0,2193.0,1.0
0.012,0.023,7639.0,1981.0,1.0
0.01,0.019,9979.0,2437.0,1.0
0.011,0.022,7475.0,2002.0,1.0
0.011,0.022,7825.0,1898.0,1.0
0.011,0.019,8000.0,2425.0,1.01
0.009,0.017,9368.0,2156.0,1.0
0.011,0.018,7030.0,2215.0,1.0
0.011,0.023,8877.0,2013.0,1.0
0.012,0.02,6699.0,2075.0,1.0
0.012,0.021,7430.0,1963.0,1.0
0.011,0.018,7108.0,2046.0,1.0
0.01,0.02,8696.0,2165.0,1.0
0.011,0.022,8183.0,1940.0,1.0
0.011,0.02,7419.0,2398.0,1.0
0.011,0.021,7737.0,1996.0,1.0
0.01,0.02,10431.0,2273.0,1.0
0.011,0.019,7893.0,2277.0,1.0
0.012,0.022,6974.0,2185.0,1.0
0.012,0.02,6090.0,1857.0,1.0
0.011,0.018,7896.0,2315.0,1.0
0.011,0.018,7957.0,2449.0,1.0
0.011,0.022,7678.0,1951.0,1.0
0.011,0.021,9145.0,2226.0,1.0
0.011,0.02,7254.0,1998.0,1.0
0.01,0.023,10431.0,1893.0,1.0
0.01,0.021,9466.0,2145.0,1.0
0.012,0.019,6907.0,2221.0,1.0
0.011,0.012,6148.0,2167.0,1.0
0.01,0.022,10180.0,2284.0,1.0
0.012,0.018,6224.0,2051.0,1.0
0.009,0.016,9214.0,2019.0,1.0
0.01,0.024,10431.0,1808.0,1.0
0.01,0.018,10224.0,2310.0,1.0
0.011,0.019,7911.0,2285.0,1.0
0.011,0.022,8535.0,2074.0,1.0
0.01,0.025,10321.0,1865.0,1.01
0.012,0.02,7350.0,2164.0,1.0
0.011,0.022,8085.0,2223.0,1.0
0.011,0.021,8101.0,2052.0,1.0
0.011,0.026,7802.0,1747.0,1.0
0.011,0.016,7139.0,2149.0,1.0
0.01,0.016,8020.0,2334.0,1.0
0.012,0.022,7307.0,1792.0,1.0
0.01,0.016,7844.0,2143.0,1.0
0.011,0.021,7884.0,1993.0,1.0
0.011,0.021,7945.0,2196.0,1.0
0.011,0.02,8506.0,2169.0,1.0
0.011,0.022,8554.0,1933.0,1.01
0.009,0.012,7197.0,2215.0,1.0
0.01,0.021,8152.0,1891.0,1.0
0.011,0.024,7287.0,2091.0,1.0
0.011,0.022,7447.0,1630.0,1.0
0.011,0.024,8541.0,1730.0,1.0
0.011,0.021,8163.0,2273.0,1.0
0.011,0.02,7596.0,2152.0,1.0
0.011,0.029,8565.0,1866.0,1.0
0.011,0.019,7666.0,1990.0,1.0
0.012,0.021,6974.0,2112.0,1.0
0.011,0.024,8988.0,1743.0,1.0
0.012,0.017,6498.0,2153.0,1.01
0.012,0.02,7060.0,2302.0,1.0
0.01,0.023,9657.0,1719.0,1.0
0.011,0.017,6668.0,1926.0,1.0
0.011,0.018,8565.0,2122.0,1.0
0.011,0.022,7529.0,2150.0,1.0
0.012,0.022,7758.0,2113.0,1.0
0.011,0.024,8285.0,1781.0,1.0
0.01,0.021,8234.0,2021.0,1.0
0.01,0.022,8806.0,2095.0,1.01
0.011,0.022,7656.0,1909.0,1.0
0.011,0.019,7359.0,2289.0,1.0
0.011,0.022,7658.0,1634.0,1.0
0.01,0.014,6782.0,2528.0,1.0
0.01,0.011,6566.0,2162.0,1.0
0.011,0.021,8638.0,1890.0,1.0
0.011,0.022,8305.0,2105.0,1.0
0.01,0.022,9036.0,2090.0,1.0
0.011,0.021,8346.0,2029.0,1.0
0.01,0.022,9745.0,1952.0,1.0
0.01,0.012,6679.0,2461.0,1.0
0.011,0.017,6160.0,2227.0,1.0
0.012,0.019,6643.0,2094.0,1.0
0.012,0.024,7400.0,1653.0,1.0
0.012,0.022,7769.0,2155.0,1.0
0.012,0.02,6735.0,1930.0,1.01
0.012,0.021,6504.0,1944.0,1.0
0.01,0.02,8913.0,2200.0,1.0
0.011,0.021,8273.0,1749.0,1.0
0.011,0.022,7699.0,2219.0,1.0
0.011,0.02,8452.0,2279.0,1.0
0.011,0.016,7112.0,2086.0,1.0
0.011,0.02,8096.0,2306.0,1.0
0.01,0.02,9578.0,2226.0,1.0
0.012,0.02,6581.0,2283.0,1.01
0.011,0.022,7537.0,1834.0,1.0
0.011,0.017,7844.0,2148.0,1.0
0.011,0.02,7672.0,2185.0,1.0
0.012,0.022,6791.0,1978.0,1.0
0.012,0.02,6931.0,2134.0,1.0
0.012,0.021,7071.0,1939.0,1.0
0.012,0.021,7284.0,2181.0,1.0
0.01,0.022,9561.0,1810.0,1.0
0.01,0.02,9224.0,2401.0,1.0
0.012,0.021,6974.0,2297.0,1.0
0.01,0.017,7654.0,2236.0,1.0
0.012,0.022,7300.0,1893.0,1.0
0.011,0.021,8298.0,2135.0,1.0
0.01,0.021,9495.0,1885.0,1.0
0.01,0.022,9762.0,1975.0,1.0
0.011,0.02,7254.0,1877.0,1.0
