id,Longitude,Latitude,x,y
0,13.430659720215068,42.30248535629505,4604.7350000271435,2139.53499936053
1,13.28876492748401,42.39642922039322,4592.585000025869,2149.404999364976
2,13.365189700000002,42.36592188849375,4599.032078979811,2146.308594298286
3,13.402772942986308,42.34871962493701,4602.215000026845,2144.544999362735
4,13.4005591521729,42.352410094098936,4602.01500002682,2144.94499936291
5,13.494269143835483,42.32895867940053,4609.865000027601,2142.7049993618202
6,13.348182763904584,42.342591130576025,4597.735000026424,2143.664999362425
7,13.312924641654924,42.39943573781706,4594.565000026052,2149.824999365129
8,13.399006700000005,42.343980288474576,4601.926046141435,2144.006671344241
9,13.240281016256237,42.402967950203575,4588.555000025475,2149.9549993652745
10,13.340738047246074,42.37212524111517,4596.985000026317,2146.904999363837
11,13.470153216557987,42.357995749015096,4607.735000027359,2145.824999363196
12,13.49494703485214,42.328121581220245,4609.925000027607,2142.614999361777
13,13.391629400000005,42.35457798848392,4601.267559678837,2145.1515759701683
14,13.35530918362864,42.36621835518449,4598.215000026441,2146.3049993635527
15,13.399648125497016,42.35343514421933,4601.935000026811,2145.0549993629575
16,13.3952816,42.351941488481565,4601.581387900498,2144.873500023052
17,13.409138758233391,42.362787290595165,4602.675,2146.125
18,13.468412677514412,42.35932115937471,4607.585000027344,2145.964999363261
19,13.394238168154798,42.35199014597642,4601.495000026772,2144.8749993628876
20,13.34391276170139,42.34200958623409,4597.385000026391,2143.584999362399
21,13.398266473117186,42.35040823001676,4601.835000026806,2144.714999362816
22,13.279172200000003,42.39332989425883,4591.807329962966,2149.0275898030122
23,13.457921693436813,42.39602039645635,4606.545000027198,2149.9849993650073
24,13.477187614790038,42.32665613195056,4608.46500002747,2142.3849993617023
25,13.422254780481913,42.339924979145145,4603.865000027013,2143.644999362326
26,13.461147000000002,42.3188605884527,4607.176891893726,2141.461638183147
27,13.389786999999991,42.35956838848819,4601.092260411212,2145.696793642858
28,13.495719589337188,42.32682918881736,4609.995000027616,2142.474999361716
29,13.3957514,42.342884688473646,4601.662298377722,2143.8733456390796
30,13.312511923219132,42.3522654611286,4594.745000026126,2144.604999362882
31,13.294285427784605,42.37771954028123,4593.125000025941,2147.354999364089
32,13.410359772109908,42.35867823995337,4602.795,2145.675
33,13.395882,42.34884028847883,4601.645388605836,2144.5326657761652
34,13.416352799999997,42.32385648845703,4603.452714873188,2141.8453442017408
35,13.51973704603924,42.37743190249248,4611.7350000277165,2148.164999364135
36,13.45938420722486,42.36451252672743,4606.815,2146.505
37,13.39431435673036,42.35334351536414,4601.49500002677,2145.0249993629513
38,13.453764389647128,42.33830880076656,4606.475000027264,2143.584999362251
39,13.41090589944093,42.327653642780206,4602.985000026944,2142.244999361729
40,13.463546452360362,42.36527373371258,4607.1550000272955,2146.604999363539
41,13.400989224554772,42.34715263308462,4602.075000026834,2144.3649993626605
42,13.301900344947152,42.33317882685673,4593.955000026074,2142.454999361966
43,13.375535899999996,42.360116688488695,4599.91307586041,2145.7046053745653
44,13.4095472,42.33410448846597,4602.842647184688,2142.953524413873
45,13.418756287982522,42.39780611169054,4603.305,2150.035
46,13.476177648543224,42.3553476417153,4608.245000027412,2145.5549993630702
47,13.449403696365785,42.363678981669096,4605.9950000271865,2146.374999363464
48,13.35070851124424,42.33138869512991,4597.995000026463,2142.4349993618926
49,13.3921178,42.35671439424284,4601.297962500318,2145.3897327908
50,13.401008500000003,42.36429918849234,4601.996723931683,2146.261908400208
51,13.39370289112645,42.3489346986172,4601.465000026773,2144.53499936274
52,13.296699711467552,42.315541310082814,4593.605000026062,2140.484999361124
53,13.473368887276958,42.35915069141087,4607.995000027383,2145.964999363248
54,13.464378784503252,42.362894833441,4607.235000027305,2146.3449993634244
55,13.495197890070648,42.39094018892371,4609.645000027499,2149.5649993647753
56,13.401738699999996,42.349123688479104,4602.127710626852,2144.5858407480464
57,13.396041599999997,42.353544394241474,4601.636689998681,2145.053650628173
58,13.389647500000002,42.36088389424467,4601.074635127738,2145.841804360849
59,13.408715286474369,42.35529876425704,4602.675,2145.295
60,13.3904631,42.35837248848718,4601.153636089585,2145.5670088477837
61,13.334553499999997,42.36763748849519,4596.494959581649,2146.385897113635
62,13.390712011006228,42.36250411815296,4601.155000026726,2146.0249993633906
63,13.396148999999996,42.35174448848132,4601.653929925951,2144.854936085646
64,13.337334402622451,42.36753745840424,4596.725000026297,2146.3849993636127
65,13.431578900000009,42.34830548847838,4604.595697347181,2144.607107167527
66,13.316030160540882,42.39861068949389,4594.825000026078,2149.7449993650885
67,13.22778095606523,42.40490481762826,4587.515000025374,2150.1249993653623
68,13.3997986,42.34954379423973,4601.965543486496,2144.625081092254
69,13.357631811757726,42.32745226536138,4598.585000026524,2142.0249993617067
70,13.440077345632336,42.3042437323607,4605.505000027215,2139.76499936062
71,13.3969074,42.35210429424088,4601.714881298324,2144.8975635781076
72,13.33961480241268,42.37152966896348,4596.895000026308,2146.834999363804
73,13.22755349214876,42.40518324251768,4587.495000025371,2150.1549993653766
74,13.508048819362344,42.41598615375665,4610.585000027557,2152.384999365967
75,13.449187724871562,42.36413834715968,4605.975000027183,2146.424999363484
76,13.521435154658947,42.37746307271149,4611.87500002773,2148.174999364139
77,13.440244389721109,42.30505164348239,4605.515000027214,2139.854999360665
78,13.413312999999995,42.35301978848251,4603.065285769816,2145.060082771266
79,13.457594817205342,42.36710496295696,4606.655,2146.785
80,13.495071709084495,42.390854160806015,4609.635000027499,2149.5549993647683
81,13.241093897284776,42.40230916415311,4588.625000025483,2149.8849993652448
82,13.402602100000008,42.35254478848203,4602.183067282996,2144.967518437372
83,13.391398644535473,42.36609682434218,4601.195000026725,2146.424999363561
84,13.340699575078252,42.41949086126789,4596.7650000262365,2152.14499936609
85,13.492919214812348,42.328643828372,4609.7550000275905,2142.664999361798
86,13.398182699999998,42.35796048848681,4601.792934087316,2145.550155526474
87,13.414331796726556,42.39885975208141,4602.935,2150.135
88,13.398508211870023,42.35040008833463,4601.855000026808,2144.714999362813
89,13.39252951996128,42.3603639587074,4601.315000026744,2145.794999363288
