id,obs_logIM,mu_logIM,tau_logIM,phi_logIM
0,-5.798706564181098,-6.29002366992491,0.5019635502727019,0.6677496769682731
1,-5.6722500988302285,-5.7241076561040405,0.5019635502727019,0.6677496769682731
2,-2.9270117545891026,-2.1853331149949358,0.5019635502727019,0.6677496769682731
3,-0.2971945782636436,-0.5650726957669658,0.5019635502727019,0.6677496769682731
4,-0.1140869537324262,-0.5650726957669658,0.5019635502727019,0.6677496769682731
5,-0.4779772045182479,-0.5650726957669658,0.5019635502727019,0.6677496769682731
6,0.0553070035905766,-0.5650726957669658,0.5019635502727019,0.6677496769682731
7,-4.167545766402167,-3.825008912020447,0.5019635502727019,0.6677496769682731
8,-6.481464994834084,-4.954431794582023,0.5019635502727019,0.6677496769682731
9,-1.8737967160205888,-1.7550967212736501,0.5019635502727019,0.6677496769682731
10,-6.805917196576218,-5.566060113502604,0.5019635502727019,0.6677496769682731
11,-5.387646976581332,-4.859182699378739,0.5019635502727019,0.6677496769682731
12,-6.097746365193324,-4.746968355672281,0.5019635502727019,0.6677496769682731
13,-3.901813320753063,-4.026313712307593,0.5019635502727019,0.6677496769682731
14,-5.922926269097664,-5.146343524666238,0.5019635502727019,0.6677496769682731
15,-3.678252376628917,-3.351684157160594,0.5019635502727019,0.6677496769682731
16,-5.778671689639228,-5.421450060104649,0.5019635502727019,0.6677496769682731
17,-2.8005214351743803,-2.830583184467169,0.5019635502727019,0.6677496769682731
18,-1.790207565828393,-1.5264795260755752,0.5019635502727019,0.6677496769682731
19,-5.73598652632804,-4.186623575933311,0.5019635502727019,0.6677496769682731
20,-4.409403199926795,-3.9891111870497604,0.5019635502727019,0.6677496769682731
21,-5.6173969282406215,-4.548254107697808,0.5019635502727019,0.6677496769682731
22,-3.246781041096832,-2.303328143102437,0.5019635502727019,0.6677496769682731
23,-3.88203731236157,-3.654419336875908,0.5019635502727019,0.6677496769682731
24,-4.777988953109602,-4.820794964821253,0.5019635502727019,0.6677496769682731
25,-2.991871148820325,-1.6883301284889978,0.5019635502727019,0.6677496769682731
26,-6.001341305672296,-5.324944078905151,0.5019635502727019,0.6677496769682731
27,-5.7242364868998425,-5.760569328171162,0.5019635502727019,0.6677496769682731
28,-0.7181960656737673,-0.9230095884468752,0.5019635502727019,0.6677496769682731
29,-4.116109920061114,-3.7570101091936334,0.5019635502727019,0.6677496769682731
30,-3.88177933599117,-2.8485668086112135,0.5019635502727019,0.6677496769682731
31,-3.921194774519616,-2.7859882850903976,0.5019635502727019,0.6677496769682731
32,-5.0889155669924255,-5.244407390863818,0.5019635502727019,0.6677496769682731
33,-5.151885869222592,-5.6965819514103675,0.5019635502727019,0.6677496769682731
34,-2.123222792412684,-1.5596114382565929,0.5019635502727019,0.6677496769682731
35,-5.602611974789234,-4.811759085927053,0.5019635502727019,0.6677496769682731
36,-1.909895657433372,-2.331368299400788,0.5019635502727019,0.6677496769682731
37,-6.048980166668382,-4.219546414181787,0.5019635502727019,0.6677496769682731
38,-6.2474630701500855,-4.492251277416488,0.5019635502727019,0.6677496769682731
39,-3.98043293015124,-4.0996547225985545,0.5019635502727019,0.6677496769682731
40,-5.544669716935766,-4.426955099441559,0.5019635502727019,0.6677496769682731
41,-4.137788887497131,-3.1885260990319306,0.5019635502727019,0.6677496769682731
42,-4.907042346916472,-4.367915868086385,0.5019635502727019,0.6677496769682731
43,-4.578788615503903,-4.485774204464928,0.5019635502727019,0.6677496769682731
44,-5.9015916589983455,-5.308689106506004,0.5019635502727019,0.6677496769682731
45,-5.185262412358877,-4.336075960365062,0.5019635502727019,0.6677496769682731
46,-6.156571468316014,-4.989657315320112,0.5019635502727019,0.6677496769682731
47,-5.162599990612988,-4.640224415628289,0.5019635502727019,0.6677496769682731
48,-4.16273508119284,-3.158164907934844,0.5019635502727019,0.6677496769682731
49,-3.9840591470245217,-3.603104624506147,0.5019635502727019,0.6677496769682731
50,-4.781350483388821,-4.746600810435322,0.5019635502727019,0.6677496769682731
51,-6.93805480138856,-5.754864741553078,0.5019635502727019,0.6677496769682731
52,-6.348326633054777,-5.054930705883743,0.5019635502727019,0.6677496769682731
53,-2.680787954022997,-2.477838628757946,0.5019635502727019,0.6677496769682731
54,-5.735757377351115,-4.47830334051937,0.5019635502727019,0.6677496769682731
55,-3.899972774500289,-4.193494754211546,0.5019635502727019,0.6677496769682731
56,-5.207594435995755,-5.3611953844237155,0.5019635502727019,0.6677496769682731
57,-5.38144547545174,-3.9805495008239014,0.5019635502727019,0.6677496769682731
58,-4.271745234582258,-4.4687277744325575,0.5019635502727019,0.6677496769682731
59,-2.8417037852160285,-3.3476159086859414,0.5019635502727019,0.6677496769682731
60,-2.87050407332688,-4.392699814122922,0.5019635502727019,0.6677496769682731
61,-0.9093927812734968,-0.5650726957669658,0.5019635502727019,0.6677496769682731
62,-6.226881197574602,-6.733770453349847,0.5019635502727019,0.6677496769682731
63,-5.639930417226786,-7.044661968238739,0.5019635502727019,0.6677496769682731
