id,mu_logIM,tau_logIM,phi_logIM
0,-0.5650726957669658,0.5019635502727019,0.6677496769682731
1,-0.677659124148111,0.5019635502727019,0.6677496769682731
2,-0.5650726957669658,0.5019635502727019,0.6677496769682731
3,-0.5650726957669658,0.5019635502727019,0.6677496769682731
4,-0.5650726957669658,0.5019635502727019,0.6677496769682731
5,-0.5650726957669658,0.5019635502727019,0.6677496769682731
6,-0.5650726957669658,0.5019635502727019,0.6677496769682731
7,-0.6276647148094298,0.5019635502727019,0.6677496769682731
8,-0.5650726957669658,0.5019635502727019,0.6677496769682731
9,-0.8909250008721158,0.5019635502727019,0.6677496769682731
10,-0.5650726957669658,0.5019635502727019,0.6677496769682731
11,-0.5650726957669658,0.5019635502727019,0.6677496769682731
12,-0.5650726957669658,0.5019635502727019,0.6677496769682731
13,-0.5650726957669658,0.5019635502727019,0.6677496769682731
14,-0.5650726957669658,0.5019635502727019,0.6677496769682731
15,-0.5650726957669658,0.5019635502727019,0.6677496769682731
16,-0.5650726957669658,0.5019635502727019,0.6677496769682731
17,-0.5650726957669658,0.5019635502727019,0.6677496769682731
18,-0.5650726957669658,0.5019635502727019,0.6677496769682731
19,-0.5650726957669658,0.5019635502727019,0.6677496769682731
20,-0.5650726957669658,0.5019635502727019,0.6677496769682731
21,-0.5650726957669658,0.5019635502727019,0.6677496769682731
22,-0.6911273820321209,0.5019635502727019,0.6677496769682731
23,-0.5946313064579105,0.5019635502727019,0.6677496769682731
24,-0.4660615367682223,0.5019635502727019,0.6677496769682731
25,-0.5650726957669658,0.5019635502727019,0.6677496769682731
26,-0.5650726957669658,0.5019635502727019,0.6677496769682731
27,-0.5650726957669658,0.5019635502727019,0.6677496769682731
28,-0.5650726957669658,0.5019635502727019,0.6677496769682731
29,-0.5650726957669658,0.5019635502727019,0.6677496769682731
30,-0.5709245762935342,0.5019635502727019,0.6677496769682731
31,-0.5936680844814896,0.5019635502727019,0.6677496769682731
32,-0.5650726957669658,0.5019635502727019,0.6677496769682731
33,-0.5650726957669658,0.5019635502727019,0.6677496769682731
34,-0.5650726957669658,0.5019635502727019,0.6677496769682731
35,-0.7158223975129346,0.5019635502727019,0.6677496769682731
36,-0.5650726957669658,0.5019635502727019,0.6677496769682731
37,-0.5650726957669658,0.5019635502727019,0.6677496769682731
38,-0.5650726957669658,0.5019635502727019,0.6677496769682731
39,-0.5650726957669658,0.5019635502727019,0.6677496769682731
40,-0.5650794014485189,0.5019635502727019,0.6677496769682731
41,-0.5650726957669658,0.5019635502727019,0.6677496769682731
42,-0.6320349666477103,0.5019635502727019,0.6677496769682731
43,-0.5650726957669658,0.5019635502727019,0.6677496769682731
44,-0.5650726957669658,0.5019635502727019,0.6677496769682731
45,-0.5650726957669658,0.5019635502727019,0.6677496769682731
46,-0.5651907295857119,0.5019635502727019,0.6677496769682731
47,-0.5650726957669658,0.5019635502727019,0.6677496769682731
48,-0.5650726957669658,0.5019635502727019,0.6677496769682731
49,-0.5650726957669658,0.5019635502727019,0.6677496769682731
50,-0.5650726957669658,0.5019635502727019,0.6677496769682731
