id,mu_logIM,tau_logIM,phi_logIM
0,-1.5792604584278114,0.5019635502727019,0.6677496769682731
1,-1.5610568914151568,0.5019635502727019,0.6677496769682731
2,-1.542665672785363,0.5019635502727019,0.6677496769682731
3,-1.5240848616214815,0.5019635502727019,0.6677496769682731
4,-1.5053126701122437,0.5019635502727019,0.6677496769682731
5,-1.486347489884512,0.5019635502727019,0.6677496769682731
6,-1.4671879215583958,0.5019635502727019,0.6677496769682731
7,-1.4478328078714895,0.5019635502727019,0.6677496769682731
8,-1.428281270786831,0.5019635502727019,0.6677496769682731
9,-1.4085327530126057,0.5019635502727019,0.6677496769682731
10,-1.388587064424377,0.5019635502727019,0.6677496769682731
11,-1.3684444339065698,0.5019635502727019,0.6677496769682731
12,-1.3481055671979723,0.5019635502727019,0.6677496769682731
13,-1.3275717113518581,0.5019635502727019,0.6677496769682731
14,-1.3068447264848746,0.5019635502727019,0.6677496769682731
15,-1.2859271655263766,0.5019635502727019,0.6677496769682731
16,-1.264822362732537,0.5019635502727019,0.6677496769682731
17,-1.2435345317531123,0.5019635502727019,0.6677496769682731
18,-1.2220688740798775,0.5019635502727019,0.6677496769682731
19,-1.20043169871962,0.5019635502727019,0.6677496769682731
20,-1.1790083204990376,0.5019635502727019,0.6677496769682731
21,-1.1584363939820825,0.5019635502727019,0.6677496769682731
22,-1.138833902918447,0.5019635502727019,0.6677496769682731
23,-1.1203173009120402,0.5019635502727019,0.6677496769682731
24,-1.1030054178443993,0.5019635502727019,0.6677496769682731
25,-1.0870176536304812,0.5019635502727019,0.6677496769682731
26,-1.0724718660617762,0.5019635502727019,0.6677496769682731
27,-1.0594819949486942,0.5019635502727019,0.6677496769682731
28,-1.048155491421933,0.5019635502727019,0.6677496769682731
29,-1.0385906477531048,0.5019635502727019,0.6677496769682731
30,-1.0308739463226348,0.5019635502727019,0.6677496769682731
31,-1.0250775627624336,0.5019635502727019,0.6677496769682731
32,-1.0212571645978545,0.5019635502727019,0.6677496769682731
