id,Longitude,Latitude,vs30,epiazimuth,mu_logIM,tau_logIM,phi_logIM,BuildingClass,DamageState
0,13.430659720215068,42.30248535629505,529.9337,44.62655253590012,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,0
1,13.28876492748401,42.39642922039322,509.20395,164.16530723081104,-0.677659124148111,0.5019635502727019,0.6677496769682731,A,3
2,13.365189700000002,42.36592188849375,450.50436,169.83776673948796,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,3
3,13.402772942986308,42.34871962493701,453.86163,177.77493743029788,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,1
4,13.4005591521729,42.352410094098936,455.2407,179.7241740274016,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,3
5,13.494269143835483,42.32895867940053,371.37045,303.66133392066655,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,3
6,13.348182763904584,42.342591130576025,441.69653,146.459170616351,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,2
7,13.312924641654924,42.39943573781706,451.7007,170.32717462077215,-0.6276647148094298,0.5019635502727019,0.6677496769682731,A,3
8,13.399006700000005,42.343980288474576,556.02625,168.38014325569407,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,2
9,13.240281016256237,42.402967950203575,451.87497,158.99653039663013,-0.8909250008721158,0.5019635502727019,0.6677496769682731,A,0
10,13.340738047246074,42.37212524111517,450.77905,165.15550251289204,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,1
11,13.470153216557987,42.357995749015096,428.4318,258.8127366617069,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,3
12,13.49494703485214,42.328121581220245,371.37045,304.7668973502323,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,3
13,13.391629400000005,42.35457798848392,497.89334,174.90095380845827,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,2
14,13.35530918362864,42.36621835518449,407.1217,166.25837041169132,-0.5650726957669658,0.5019635502727019,0.6677496769682731,A,3
