,id,Longitude,Latitude,vs30,BuildingClass
16248,1115,13.45788171310577,42.36366004706687,427.6443,C
18052,1116,13.389269799999996,42.36841098849592,453.30188,C
14427,1117,13.3956054,42.34507778847559,508.12238,C
33146,1118,13.39816361951732,42.34643427125637,524.09436,C
18511,1119,13.400526124744284,42.34752982632041,453.60513,C
17437,1120,13.411541500000007,42.36103348848951,455.7587,C
19411,1121,13.417894299999997,42.35322839424131,455.65436,C
17399,1122,13.470329808335778,42.36106320758165,438.2892,C
18735,1123,13.373619499999997,42.35741788848636,407.24246,C
17228,1124,13.292510100188572,42.35409515932776,451.66043,C
31395,1125,13.389963947522167,42.3685856720473,453.5601,C
22893,1126,13.407190300000003,42.35825138848706,454.31967,C
18021,1127,13.47025709114099,42.35980013748099,412.7756,C
16932,1128,13.4285468302782,42.33772259240322,448.2801,C
5915,1129,13.403180742371829,42.32375626296032,551.15436,C
8115,1130,13.345758478070572,42.36436599356221,527.7664,C
32544,1131,13.384375531511418,42.363982330394,451.6134,C
34940,1132,13.472496939349965,42.35032165188366,427.19733,C
8047,1133,13.241229449993506,42.40257597025443,466.90063,C
17778,1134,13.398562199999995,42.35850739424363,453.61157,C
18266,1135,13.469083803401764,42.354145395712905,427.73074,C
29662,1136,13.294808452045077,42.3872837305496,476.84464,C
29124,1137,13.420540518701095,42.36520374642314,461.00082,C
34502,1138,13.413121384600654,42.34755653285906,453.5601,C
10795,1139,13.282730014693191,42.32792891411089,453.87442,C
34198,1140,13.35714850911802,42.32746835137626,404.8304,C
18633,1141,13.343060299999996,42.38691569425605,408.8657,C
17718,1142,13.414146400000003,42.36631749424707,455.0419,C
5244,1143,13.43770556191927,42.30296860182438,515.13477,C
6714,1144,13.469657862362036,42.359911140064426,424.68372,C
16018,1145,13.394091900000006,42.34596489423818,569.5083,C
6270,1146,13.463834909984849,42.36607740880978,439.4612,C
14016,1147,13.395655199999997,42.342799088473605,473.91644,C
15698,1148,13.457163044782511,42.39758308301815,463.47028,C
17517,1149,13.406741399999996,42.35880649424376,453.98294,C
4338,1150,13.35657449629649,42.32802982933609,437.0733,C
29678,1151,13.342093963403205,42.37036290686363,449.66998,C
18676,1152,13.347900310752248,42.378938496904965,451.62686,C
16134,1153,13.41608997528488,42.39780596351338,411.57858,C
8602,1154,13.469287107539357,42.363991785422726,470.4643,C
18442,1155,13.365271199999992,42.3670503884947,450.9499,C
14051,1156,13.389913193390004,42.35017766754108,547.98895,C
26834,1157,13.360356754359618,42.367677496676656,450.0613,C
12741,1158,13.507785796103375,42.415633709492575,439.69,C
5866,1159,13.425648743616454,42.33999058935608,515.23083,C
7011,1160,13.339375747644144,42.36502934758123,537.5064,C
4619,1161,13.3660196,42.32963908846212,434.2951,C
20298,1162,13.395482461826557,42.35258105194341,475.47662,C
30433,1163,13.420537335515766,42.33953123492561,543.89996,C
8751,1164,13.315808093195855,42.39897953716201,454.14844,C
8428,1165,13.438144945065751,42.30430963792605,525.807,C
16585,1166,13.420130958213004,42.3579859682299,457.87915,C
33055,1167,13.392937077280012,42.348237287005375,534.9148,C
29711,1168,13.413544626953584,42.39780165548864,411.57858,C
22656,1169,13.412848100000003,42.34719948847746,453.5601,C
19175,1170,13.4270703,42.37029288849758,477.65686,C
7954,1171,13.465226347732944,42.32073971879498,371.37045,C
12629,1172,13.39798637838036,42.35403348927378,455.048,C
19629,1173,13.477989611390024,42.35736437136971,465.8117,C
9582,1174,13.418056638561517,42.37053082928935,465.5745,C
19032,1175,13.47817411007455,42.35636362863576,471.95132,C
33830,1176,13.470817576744947,42.35480896203187,427.9316,C
17758,1177,13.402538299999994,42.35941558848803,454.1421,C
6437,1178,13.299257399999997,42.31054328844538,470.96643,C
6887,1179,13.297431100000008,42.3301472884625,469.24567,C
6668,1180,13.312264199999996,42.35246038848202,451.1133,C
21625,1181,13.402351884597651,42.35198807918416,455.346,C
16415,1182,13.29862036634973,42.3307551131548,470.2947,C
16838,1183,13.413203968232166,42.400344163885386,411.57858,C
22632,1184,13.339852498904031,42.41951887523077,457.8871,C
12613,1185,13.40631318325055,42.32563928636936,453.12027,C
20206,1186,13.421709970817345,42.33885868696371,543.59094,C
27447,1187,13.338721603839954,42.42317177985296,455.35965,C
12977,1188,13.398347833890758,42.35185182208639,454.74176,C
18423,1189,13.366392051616224,42.37163445454444,526.06146,C
29300,1190,13.467412949990065,42.36089227812416,424.79227,C
21094,1191,13.417428,42.34151408847245,505.94116,C
7858,1192,13.462777099999998,42.32234858845574,369.92093,C
17469,1193,13.4140695,42.35406398848343,455.32742,C
18954,1194,13.455325000505324,42.33807456324474,447.38803,C
16480,1195,13.398029396104125,42.35909418443205,453.71432,C
15070,1196,13.310651199349422,42.34925318533367,451.72083,C
6733,1197,13.453109608414456,42.34167597162215,572.2943,C
19635,1198,13.405083246667658,42.32314966570649,551.6972,C
15376,1199,13.521224957824934,42.37801279745176,475.60202,C
15258,1200,13.403397399999994,42.34917048847919,454.10394,C
19467,1201,13.48060313854234,42.35438150114821,445.71326,C
5849,1202,13.302001430969218,42.33281394448856,468.63226,C
8589,1203,13.313192567753648,42.35142958402166,451.24225,C
21037,1204,13.456648127431803,42.397058351695975,461.52942,C
18761,1205,13.298599363706195,42.37685554627617,392.8669,C
19051,1206,13.437972794043622,42.30341149661351,525.4256,C
8643,1207,13.49508794210503,42.38904566699999,411.57858,C
20166,1208,13.347397533339278,42.34153245181405,447.45462,C
11780,1209,13.345615864707955,42.41851463710811,452.6128,C
30431,1210,13.422481827853996,42.30764487517911,557.7215,C
8712,1211,13.411433899999995,42.357055088486,454.7355,C
8563,1212,13.479965284318093,42.32863955987683,371.37045,C
8693,1213,13.341853805366718,42.42062772330708,463.7259,C
4296,1214,13.380257700000003,42.33338278846529,472.9022,C
7138,1215,13.326797199999987,42.3515383884812,452.21426,C
7311,1216,13.348521126461714,42.41407970293025,458.35077,C
18138,1217,13.391743900000009,42.35915328848786,452.0282,C
6971,1218,13.400924600000003,42.35895688848764,454.02756,C
8003,1219,13.44559,42.30839578844353,531.3731,C
18280,1220,13.29496830953012,42.328162661491135,466.02884,C
20775,1221,13.282343847592228,42.37422180101639,476.932,C
18567,1222,13.350447700000004,42.378805488504966,528.6567,C
18537,1223,13.35395718264768,42.37674881834874,452.46555,C
6077,1224,13.409658894582492,42.32272389758423,451.51987,C
13256,1225,13.391408798279228,42.36627727174454,453.56653,C
7258,1226,13.365258474328538,42.36868928818702,451.7141,C
30599,1227,13.32269199909743,42.35021330322632,458.52863,C
7772,1228,13.506551199999992,42.41485828853639,457.60626,C
17516,1229,13.404985499999992,42.364941088492856,457.28418,C
16268,1230,13.465473141803642,42.3208216402408,371.37045,C
12370,1231,13.3879955,42.36895819424818,569.0462,C
30806,1232,13.371730572855846,42.35446223009152,407.2123,C
29126,1233,13.3939848,42.34612148847648,536.2499,C
11861,1234,13.39845,42.35393998848334,455.048,C
8394,1235,13.285851947390432,42.32746569755916,454.12936,C
5943,1236,13.402389800000003,42.33215388846429,450.54565,C
14449,1237,13.397119600000002,42.34243689423664,567.1126,C
6051,1238,13.403543189853648,42.32374403343608,541.69806,C
19901,1239,13.376118400000005,42.36017618848874,407.1338,C
28866,1240,13.235481189886835,42.41062381174097,456.1368,C
19517,1241,13.421621601220222,42.35224045915514,455.59283,C
20178,1242,13.438792513821245,42.302931539364415,501.84412,C
12796,1243,13.399781,42.35332678848276,455.2717,C
33774,1244,13.398837600887786,42.35409521716058,455.06668,C
16533,1245,13.399559000000002,42.35134029424051,454.91077,C
29979,1246,13.47140535584704,42.34818964080903,426.89233,C
8189,1247,13.312188883189002,42.39927909777126,451.20834,C
14777,1248,13.347060005606062,42.34199562213728,462.403,C
19605,1249,13.5187594459013,42.37936435508025,457.06247,C
12845,1250,13.3922247,42.35262318848216,584.81177,C
4989,1251,13.409830300000005,42.33347808846543,449.62085,C
17377,1252,13.430091739661645,42.3031374847402,526.34894,C
19206,1253,13.41299541479539,42.36030665307921,456.72336,C
29811,1254,13.452812524733286,42.36609352372518,416.40268,C
8770,1255,13.409619800000003,42.35687808848584,454.27533,C
26633,1256,13.365732005529184,42.36632327554456,450.8885,C
17370,1257,13.493699442821688,42.39017848674105,411.57858,C
4921,1258,13.401658599999994,42.323925788457096,562.70105,C
7901,1259,13.400304199999994,42.351232188480985,454.9295,C
7374,1260,13.457899170676802,42.397738664049086,465.33218,C
17395,1261,13.399051242158206,42.35788462808548,452.9966,C
8176,1262,13.3436916198538,42.368592541391465,464.4258,C
5171,1263,13.429401622936496,42.31229140144378,578.69965,C
10262,1264,13.47545239768254,42.35537262336668,428.26773,C
18194,1265,13.448130200000014,42.31018298844508,477.1065,C
5214,1266,13.440894684258785,42.3100919063568,515.832,C
7043,1267,13.34364656837729,42.36778050347654,548.2289,C
19209,1268,13.39410108372088,42.36031112108301,452.7548,C
33236,1269,13.380136920385429,42.33375158718874,481.89597,C
22855,1270,13.41898035930006,42.34410388303999,452.78757,C
5991,1271,13.412284341532263,42.32634144677103,449.65594,C
15079,1272,13.470750055891926,42.35363610504968,427.76526,C
16026,1273,13.394863763011164,42.34374308076077,506.16965,C
14913,1274,13.40082125469889,42.35276284381364,455.2407,C
11965,1275,13.396041094515596,42.35174869217941,453.35367,C
12958,1276,13.392922821326422,42.35013607612144,542.87573,C
13323,1277,13.3927352,42.35476218848402,531.3972,C
19878,1278,13.40213918116791,42.324604981924736,518.28644,C
19894,1279,13.279177132972128,42.39393903404481,503.85797,C
33514,1280,13.39777219981847,42.33948693733994,447.62375,C
21752,1281,13.43022276463936,42.30331382928434,540.1743,C
20256,1282,13.398503899999993,42.35163988848134,454.74176,C
7949,1283,13.5067423,42.41487378853634,457.60626,C
12403,1284,13.46225021904148,42.395420083198026,475.88818,C
6362,1285,13.282926971851005,42.39381717941751,475.0182,C
6663,1286,13.2982105,42.31253818844714,459.31937,C
16723,1287,13.402611600000004,42.3670337884947,468.6942,C
17613,1288,13.424343866492,42.37031770795876,489.013,C
5258,1289,13.342574228254996,42.36591778396184,506.47522,C
32079,1290,13.419287500000005,42.33755428846901,539.1067,C
23106,1291,13.408660200000002,42.343609688474295,550.78033,C
18016,1292,13.390685399999992,42.36523118849319,452.81375,C
14533,1293,13.398657300000002,42.35468818848395,454.7919,C
7005,1294,13.456072958855,42.37014017971941,447.0707,C
5870,1295,13.402029899999995,42.32375618845692,559.695,C
6017,1296,13.409938300000004,42.32189038845529,471.75174,C
13425,1297,13.399014499999996,42.35384978848316,455.06668,C
10741,1298,13.4047086,42.33950398847068,447.57965,C
26934,1299,13.298752496967296,42.379652623874,399.12308,C
6671,1300,13.313521386418753,42.39706605027144,453.276,C
7726,1301,13.455960481885462,42.39563557350475,463.66895,C
17950,1302,13.389871300000006,42.36361568849171,452.1213,C
13035,1303,13.29810083729281,42.3766006662364,410.2557,C
19475,1304,13.426778900000002,42.35156619424063,454.76685,C
15008,1305,13.40094212865759,42.35275876996012,455.2407,C
18839,1306,13.34074545794315,42.41813352115714,420.24997,C
9696,1307,13.341934734479416,42.419901940824,453.39633,C
7376,1308,13.408989216214238,42.358001383064526,454.41452,C
19355,1309,13.42188814258246,42.30784582268736,545.94995,C
13026,1310,13.426780910995063,42.30876448146429,515.9972,C
32125,1311,13.373594529711884,42.35747334166525,407.24246,C
12166,1312,13.408248609166924,42.35775520638375,454.25,C
7080,1313,13.39436412019142,42.35207630468656,476.9631,C
17962,1314,13.390482399999994,42.36511898849302,452.81375,C
5981,1315,13.409297980237524,42.32490565802953,523.44073,C
26739,1316,13.345211394356127,42.34359363520403,462.7631,C
29850,1317,13.399691469783765,42.34990824874311,455.06046,C
17663,1318,13.402770600000004,42.36698339424734,468.6942,C
7285,1319,13.461192439703746,42.3643601246259,439.61215,C
7150,1320,13.396182500000004,42.35778828848666,452.93137,C
6232,1321,13.440957699999997,42.31033708844527,520.0574,C
30909,1322,13.424133880288466,42.30903519565448,522.7958,C
18043,1323,13.390480372930972,42.362692695280096,452.7548,C
13401,1324,13.401230949995233,42.34714448495274,453.06174,C
18456,1325,13.372492983400146,42.37025567752074,533.80536,C
34458,1326,13.406094900000005,42.35219398848174,453.82324,C
6740,1327,13.304210299999994,42.352510494241045,451.3032,C
4419,1328,13.3540359,42.331682988463896,435.94482,C
11713,1329,13.430443806947345,42.30294470632381,540.98126,C
22987,1330,13.4184188,42.34607088847641,451.7141,C
21336,1331,13.291851889371983,42.34869313762895,463.81357,C
13327,1332,13.292843678505193,42.38680549957503,567.1543,C
3893,1333,13.364482983309747,42.34828613277801,448.71954,C
8402,1334,13.397139700055076,42.34330488365089,516.6168,C
4392,1335,13.421134988598553,42.35433607812692,456.4826,C
17019,1336,13.347644249849138,42.34161466050785,447.45462,C
31794,1337,13.418523999999998,42.370394288497664,460.11877,C
17059,1338,13.3935979,42.36095048848941,453.3472,C
15057,1339,13.5096533330989,42.41855186272855,422.06073,C
18047,1340,13.388966256066546,42.36807680723596,453.39243,C
31803,1341,13.520010505902084,42.37796475785512,431.0084,C
14431,1342,13.394936799999996,42.34236809423663,452.32684,C
19881,1343,13.30693258733124,42.32560169316592,468.04944,C
5996,1344,13.410281798405183,42.32089486758745,491.80322,C
6448,1345,13.34849787661971,42.36789084708866,407.26053,C
27234,1346,13.43827599635144,42.30448597162773,525.807,C
20112,1347,13.4735353051693,42.35363066336204,427.62122,C
4747,1348,13.402081000000006,42.32932828846185,453.02917,C
32443,1349,13.282579731924578,42.327391445872266,453.9383,C
8951,1350,13.29493433609672,42.38737001107336,469.996,C
6249,1351,13.445250493236284,42.30795436832071,498.149,C
12168,1352,13.293073144295262,42.38878656782896,504.77692,C
14577,1353,13.399253300000009,42.35344809424143,455.22208,C
18755,1354,13.345219031404469,42.41355641059561,458.36816,C
18125,1355,13.3898385,42.36108248848954,452.1811,C
18963,1356,13.455245093810191,42.395840847297606,463.3755,C
17611,1357,13.4202708,42.3689266884964,461.5337,C
21767,1358,13.463263187020091,42.364560276556055,434.44705,C
31419,1359,13.4001285,42.35323088848273,455.32126,C
19460,1360,13.344679215431812,42.41474934243638,455.59146,C
8639,1361,13.398013894940975,42.33947879131401,447.62375,C
10597,1362,13.399043748449282,42.35345550432903,455.1289,C
4482,1363,13.3620253,42.32880888846135,434.72995,C
13221,1364,13.476949728756592,42.35613462820192,459.48392,C
19869,1365,13.46979993001406,42.3223904996529,371.37045,C
4123,1366,13.469448701871372,42.35838156567213,428.33005,C
7470,1367,13.461292941246654,42.39563370078116,479.08148,C
10178,1368,13.47547591043736,42.35998212867017,470.3132,C
7037,1369,13.327859899999998,42.35177848848146,451.96155,C
10786,1370,13.47722401151489,42.32728768306816,306.75333,C
22755,1371,13.421223149421056,42.35162119334213,455.19727,C
19435,1372,13.311819299999996,42.39433949425926,407.95325,C
12093,1373,13.235713486877776,42.41043559986788,456.1368,C
7745,1374,13.4637143,42.31968298845343,371.37045,C
6076,1375,13.422928499999996,42.32697878845974,282.18668,C
7942,1376,13.506512776930826,42.41459317706765,474.05698,C
27440,1377,13.394931000000003,42.34312988847387,476.31796,C
13220,1378,13.452933422591087,42.36608938746931,415.02487,C
33494,1379,13.343353498586728,42.34284166899312,475.3093,C
4623,1380,13.324305139639335,42.35531255747909,451.1065,C
10749,1381,13.452336135436354,42.3641210910038,427.14474,C
17385,1382,13.33842717414892,42.41567930529203,452.72852,C
7903,1383,13.430549200827752,42.30266991815073,529.9337,C
7001,1384,13.322357648884235,42.35293610071745,450.9158,C
20296,1385,13.400367043023682,42.35115102696975,454.9295,C
6791,1386,13.389135,42.35105129424039,535.7217,C
8069,1387,13.389483200000004,42.35192288848155,532.19165,C
13271,1388,13.3955409,42.35202848848168,453.63727,C
17165,1389,13.30266914986946,42.32510861534384,468.5266,C
29201,1390,13.309523738118951,42.348567031028495,455.91782,C
18948,1391,13.441182923571132,42.363959628180346,445.05933,C
29646,1392,13.493983201993188,42.3908918385099,460.8933,C
6655,1393,13.4247326882697,42.30892446143661,511.6689,C
17747,1394,13.4244647743329,42.37031360574663,489.013,C
19737,1395,13.392195600000006,42.359017494243886,451.8547,C
29441,1396,13.412883560443117,42.39682967709267,411.57858,C
33807,1397,13.304619386671302,42.32314646358953,468.72018,C
18751,1398,13.376419599999997,42.359421894244015,407.25452,C
4146,1399,13.4544461085623,42.33964144436891,449.55756,C
6996,1400,13.3223421,42.35313458848262,450.96353,C
7320,1401,13.4711182,42.35782138848664,408.67764,C
17102,1402,13.408083866192248,42.35269860406904,453.91913,C
15234,1403,13.464732362992692,42.35429490121741,427.575,C
21205,1404,13.398215223421492,42.35809357446242,453.5279,C
19323,1405,13.39671997594001,42.359499846993344,454.05942,C
10386,1406,13.33274759999999,42.38660728851175,407.25452,C
8376,1407,13.31556002809305,42.35704653676795,407.8406,C
8395,1408,13.288900677767025,42.39669596247753,509.20395,C
7437,1409,13.400536300489946,42.34771027562852,453.60513,C
4897,1410,13.410880747490571,42.32078421576426,491.80322,C
12011,1411,13.237112090792204,42.409396546369706,457.6631,C
34001,1412,13.410966200000004,42.35772069424331,455.14755,C
7713,1413,13.465307399999991,42.32027498845394,371.37045,C
6942,1414,13.34330887292188,42.36824365161581,523.7962,C
14895,1415,13.432124374881754,42.35378210547351,458.101,C
11422,1416,13.391659400000004,42.35474728848405,497.89334,C
13788,1417,13.494750220844342,42.39366757831534,464.74393,C
6640,1418,13.298415644596218,42.31150783419396,487.45776,C
10742,1419,13.505344755824463,42.4174359695603,427.45288,C
31323,1420,13.431958761476242,42.31256601317215,531.6624,C
29591,1421,13.33832708701387,42.413874845816856,482.7898,C
7303,1422,13.28033235915244,42.37510069358039,487.29654,C
11631,1423,13.308286149442903,42.3524944833865,451.1269,C
14432,1424,13.3950968,42.34266488847345,467.1692,C
19521,1425,13.427365800000004,42.35067138848045,455.13513,C
10757,1426,13.4726851698625,42.35989740687584,448.46323,C
5168,1427,13.478259370163771,42.32634797700879,293.98685,C
8109,1428,13.505713004965456,42.41751358235288,428.52463,C
13913,1429,13.395332599999998,42.34736149423878,510.14087,C
17549,1430,13.406747019353816,42.35690195968476,454.02118,C
16045,1431,13.455873899684924,42.39835037627997,469.46558,C
18569,1432,13.338909999999997,42.38338278850898,407.0127,C
20119,1433,13.519358779670982,42.37925306210242,444.98038,C
15310,1434,13.401785800000004,42.352763888482286,454.96698,C
35067,1435,13.409371,42.357643988486586,454.6916,C
35341,1436,13.495150246026885,42.39220738890834,460.24643,C
13699,1437,13.467503602071313,42.35193975014344,427.38376,C
8102,1438,13.324848899999994,42.354203488483535,450.5663,C
4191,1439,13.396225843503304,42.34857862269734,538.3992,C
10761,1440,13.394288960026284,42.35289239242636,513.7781,C
17203,1441,13.410477799999995,42.34575429423807,451.59326,C
12782,1442,13.394090299999998,42.35094248848067,481.1599,C
35265,1443,13.454620619755152,42.3384602822425,448.56876,C
12386,1444,13.340219375953907,42.37150966370269,450.6007,C
8466,1445,13.294038499999996,42.32904938846156,465.97424,C
18877,1446,13.468706360167737,42.36021504398863,428.4318,C
15152,1447,13.405072809733172,42.36156863110398,455.7587,C
8772,1448,13.429160800000002,42.37010498849736,432.66776,C
13389,1449,13.472757938117024,42.36116047473944,422.81705,C
4354,1450,13.295288814954256,42.329598488160805,469.03592,C
22588,1451,13.4165794,42.345989588476414,452.87912,C
33464,1452,13.391685499999998,42.354745094242034,497.89334,C
18343,1453,13.395864599999996,42.34559179423801,534.8266,C
5045,1454,13.421335359967506,42.3087685793089,563.83545,C
18124,1455,13.389732999999998,42.358635488487394,450.96353,C
20534,1456,13.345163873819264,42.41256396087016,457.99606,C
5233,1457,13.440441899999998,42.31047899422267,512.6684,C
15138,1458,13.345836436513617,42.341765022475066,450.9879,C
3938,1459,13.391030200000005,42.36614238849391,453.36658,C
4009,1460,13.380250800000004,42.33312978846509,471.35602,C
22820,1461,13.423779199999997,42.33784578846922,522.3015,C
19895,1462,13.323480450144489,42.324967438490205,465.03986,C
23437,1463,13.346525000000003,42.36911129424828,406.97632,C
8238,1464,13.429063399999997,42.37026178849751,459.59207,C
13960,1465,13.340740449574318,42.41804329859384,420.24997,C
30805,1466,13.495171190014585,42.392568249444665,448.32782,C
8416,1467,13.295386613470448,42.35354930683192,451.9282,C
16124,1468,13.40841030177751,42.35847291588001,454.4713,C
4998,1469,13.406059800000005,42.32684218845967,453.13977,C
32057,1470,13.34711508497264,42.34298813365773,373.42532,C
22543,1471,13.39731250613674,42.34637253647336,553.7313,C
10649,1472,13.397315799999998,42.349583888479536,454.6916,C
8503,1473,13.396810000000007,42.34430998847488,480.68213,C
22950,1474,13.395391289818196,42.361714037805946,453.58585,C
7287,1475,13.402143312112663,42.356876482650186,452.853,C
13279,1476,13.35325557375245,42.3336543432542,435.2863,C
15966,1477,13.469414641991785,42.361998652367376,445.39822,C
19299,1478,13.418592785954358,42.35008321041448,454.288,C
4102,1479,13.362151999999991,42.37087298849809,501.85562,C
3947,1480,13.227432504210174,42.40518710928559,426.06876,C
14474,1481,13.394437999999994,42.34271268847352,452.17444,C
34133,1482,13.416514293672162,42.39887631407308,411.57858,C
18564,1483,13.347889999999994,42.379254188505314,564.1686,C
4786,1484,13.40935639999999,42.32313808845638,458.43033,C
23203,1485,13.341761245631387,42.37091627525772,449.9847,C
7085,1486,13.2976704,42.37444538850114,408.21866,C
32060,1487,13.396346709335258,42.34857455439199,522.27075,C
28963,1488,13.457432683151149,42.39594674862213,465.39993,C
22756,1489,13.45797868306097,42.39701278489032,463.39404,C
17565,1490,13.4071378,42.357958388486814,454.31967,C
20250,1491,13.4725434960096,42.35954068987714,460.17133,C
4410,1492,13.3746458,42.33216198846426,476.6527,C
17541,1493,13.338556415006837,42.42019444068589,447.84308,C
4086,1494,13.388231199999998,42.34555108847593,525.635,C
34709,1495,13.509774297928285,42.41438948403371,434.5739,C
8790,1496,13.392621400000005,42.36020659424438,452.71545,C
4396,1497,13.495502616626595,42.39201439646959,475.84763,C
7978,1498,13.288522992929412,42.39643710022007,506.01773,C
7137,1499,13.406464500000002,42.35710928848608,454.26266,C
27246,1500,13.555181000000005,42.28962058842711,480.28635,A
55996,1501,13.561578288940392,42.646139545113215,468.41632,A
25591,1502,13.825190999999998,42.21057198835783,484.04245,A
24547,1503,13.686386257703022,42.310728275263216,539.88086,A
44968,1504,13.41294288321652,42.03140150326185,371.37045,A
14749,1505,13.551780000000004,42.52299998863022,475.93558,A
45815,1506,13.883950472854153,41.89969470149963,469.0762,A
28170,1507,13.51441173264034,42.1341487128628,431.75323,A
32513,1508,13.683748080657764,42.14635570991379,467.35568,A
36121,1509,13.18719573024708,42.2447578631015,466.35077,A
23492,1510,13.647648350592696,42.3426948413666,521.34326,A
42246,1511,13.711617757328472,42.6572942345752,411.57858,A
39348,1512,13.418394003127732,42.03193953863131,392.25024,A
21572,1513,13.33731135172912,42.29052158020925,513.9827,A
10951,1514,13.828883000000006,42.21058798835783,506.1898,A
38454,1515,13.652942067848498,42.64144031716685,426.06506,A
25129,1516,13.6479999568955,42.34250130862027,551.0659,A
28563,1517,13.824160699999997,42.21226188835926,420.18524,A
11693,1518,13.626767820968144,42.05944782375517,460.8165,A
1315,1519,13.281762999999996,42.450979994283855,461.7328,A
15105,1520,13.548799307280854,42.50251520067591,447.13846,A
28176,1521,13.477446385915552,42.27231499678975,421.44962,A
55159,1522,13.560547518647324,42.779929687962685,472.02008,A
38584,1523,13.916305106327508,42.4659828970494,411.57858,A
54493,1524,13.4598399545473,42.05321682548399,431.8161,A
21942,1525,13.760963,42.3238979942285,551.6998,A
21749,1526,13.758463000000004,42.32729999423,523.862,A
52485,1527,13.388815601388002,41.96801756758144,579.3914,A
38872,1528,13.62181728427726,42.66406862476208,504.4192,A
33323,1529,13.658977999999994,42.28616998842405,524.3204,A
39705,1530,13.65107338647697,42.62279813481893,425.7325,A
25283,1531,13.589266699999996,42.32563398845861,448.96918,A
22194,1532,13.730604039603609,42.23685987846781,452.2739,A
27261,1533,13.758867000000006,42.32680798845962,548.71533,A
8302,1534,13.260040699475226,42.43215907926355,508.49417,A
31227,1535,13.512273828449366,42.255557309769,573.02,A
22093,1536,13.761305600000004,42.321404588454925,506.20184,A
35078,1537,13.625059898609104,42.29731081178167,435.57343,A
40374,1538,13.941597288617144,42.40930549835911,390.87976,A
16999,1539,13.592980397587024,42.32151289187587,438.26987,A
49935,1540,13.388584018120016,42.02661998618164,410.92606,A
22504,1541,13.771531999999992,42.2665899884069,486.03134,A
42980,1542,13.950617122642274,42.450633489955365,435.03134,A
54514,1543,14.036774840244483,42.01215394142086,470.3911,A
41550,1544,13.7169419308333,42.65872599854548,411.57858,A
27718,1545,13.391939366161418,42.25940836352975,562.3445,A
31145,1546,13.680425,42.15037488830485,548.2649,A
25546,1547,13.633530600000004,42.20429698835227,518.8252,A
23428,1548,13.694659140727795,42.32525284255168,620.60016,A
2470,1549,13.323771999999996,42.423176988543645,457.12378,A
31253,1550,13.697943911993452,42.19701402174433,543.3435,A
42141,1551,13.929230830650814,42.45761544790816,454.42844,A
22841,1552,13.768721999999997,42.26761998840784,465.57578,A
15752,1553,13.649005635158078,42.341108835868766,533.7937,A
3813,1554,13.326535500000004,42.43099418855038,432.7465,A
35944,1555,13.07302572066618,42.24333277333794,474.8883,A
4473,1556,13.347992037776509,42.52870457493786,532.7911,A
46463,1557,13.279475304270411,42.09398321381582,551.8858,A
46148,1558,13.415748810429626,42.03202951315772,371.37045,A
25494,1559,13.542407457631414,42.534104145123806,490.03323,A
40697,1560,13.542588007791451,42.79790867065783,476.82642,A
2592,1561,13.634541949876589,42.203481947656144,526.4525,A
26446,1562,13.733049819465869,42.12753820139677,437.5992,A
43267,1563,13.92546313852962,42.45938928023973,411.57858,A
42045,1564,13.697968363354429,42.65707022517277,411.57858,A
22721,1565,13.823644605334117,42.21302570383891,412.43854,A
9337,1566,13.534885932453538,42.2348764753276,424.86755,A
39332,1567,13.427677538634528,42.0320753249634,392.25024,A
52024,1568,13.26363626621235,42.09766294280179,460.82553,A
21966,1569,13.779206500745032,42.3316135547953,546.401,A
25914,1570,13.63562,42.20349488835157,502.12503,A
42655,1571,13.929027226420372,42.45635762358719,411.57858,A
5747,1572,13.300944999999992,42.2855949884236,500.99536,A
37194,1573,13.108878246018984,42.018758098648405,465.80106,A
36349,1574,13.08265150040062,42.20453091029076,496.07434,A
8304,1575,13.276746248122246,42.35370435356241,430.81842,A
22186,1576,13.825254476773871,42.20790076871759,464.78033,A
36802,1577,13.147621231592716,42.208939467221214,427.20767,A
42312,1578,13.700203699036852,42.655813620487606,411.57858,A
1079,1579,13.265058100000008,42.42655998854656,455.6359,A
26869,1580,13.666529368850016,42.2009659424703,456.56918,A
26692,1581,13.69679227885695,42.19398201410732,526.5939,A
23168,1582,13.640254246879278,42.344589230178045,539.02814,A
17348,1583,13.327491999999998,42.430367988549904,438.64935,A
41486,1584,13.694304334630758,42.6608192448176,411.57858,A
45348,1585,13.34779153124062,42.007643118794334,596.5094,A
30859,1586,13.74313510480332,42.11495554702625,443.8377,A
17467,1587,13.630896715188602,42.29375561917953,435.35944,A
766,1588,13.58256614988173,42.24801962121039,459.3322,A
31289,1589,13.646048100000002,42.34242349423664,560.5521,A
22620,1590,13.817970962752073,42.21504946767343,472.75977,A
37674,1591,13.125061499840688,42.2188624196175,480.61963,A
2874,1592,13.255186800000004,42.37268498849967,453.66788,A
46183,1593,13.432701970058842,42.03145165178013,392.25024,A
24583,1594,13.587731865838906,42.328932173595206,466.97946,A
34854,1595,13.828423,42.21112198835827,445.72723,A
41703,1596,13.65067797356526,42.69403360774054,483.07916,A
21901,1597,13.778474200000003,42.334033388465954,527.0243,A
11344,1598,13.489611616614242,42.23582209576338,572.675,A
11749,1599,13.487780699999997,42.2958558884326,551.15106,A
18720,1600,13.302104705585515,42.52027127546979,503.44638,A
