row,col,Longitude,Latitude,vs30
81,38,13.195342799924678,42.49733389143794,529.75745
81,39,13.201410636798936,42.4974293067928,514.7412
81,40,13.207478503101658,42.49752440106525,512.60956
81,41,13.213546398733834,42.497619174250936,390.87976
81,42,13.219614323596398,42.49771362634563,591.33765
81,43,13.22568227759034,42.49780775734488,615.9002
81,44,13.231750260616607,42.49790156724453,555.2871
81,45,13.237818272576154,42.4979950560402,557.18475
81,46,13.243886313369943,42.49808822372765,572.40924
81,47,13.249954382898924,42.49818107030257,557.9653
81,48,13.256022481064054,42.49827359576086,610.4327
81,49,13.262090607766256,42.49836580009814,512.56824
81,50,13.268158762906488,42.49845768331024,573.31836
81,51,13.274226946385692,42.49854924539296,563.78577
81,52,13.280295158104792,42.49864048634218,494.09738
81,53,13.286363397964733,42.498731406153645,552.3786
81,54,13.292431665866438,42.4988220048232,617.40186
81,55,13.298499961710853,42.4989122823468,624.0173
81,56,13.304568285398876,42.4990022387202,601.26764
81,57,13.310636636831449,42.49909187393937,675.28815
81,58,13.31670501590948,42.49918118800025,691.7723
81,59,13.322773422533896,42.49927018089861,573.09375
81,60,13.328841856605594,42.49935885263053,490.43942
81,61,13.334910318025504,42.49944720319185,518.9902
81,62,13.340978806694537,42.499535232578594,555.21967
81,63,13.347047322513571,42.49962294078671,563.04803
81,64,13.353115865383534,42.49971032781227,528.2779
81,65,13.359184435205307,42.49979739365111,490.8343
81,66,13.365253031879796,42.49988413829942,489.77652
81,67,13.371321655307904,42.49997056175318,490.84094
81,68,13.377390305390504,42.5000566640084,492.1734
81,69,13.383458982028497,42.50014244506117,489.67538
81,70,13.389527685122774,42.50022790490764,489.29666
81,71,13.395596414574197,42.50031304354377,489.17456
81,72,13.40166517028366,42.500397860965776,527.3342
81,73,13.407733952152052,42.50048235716972,565.92145
81,74,13.413802760080218,42.50056653215177,557.6181
81,75,13.419871593969052,42.50065038590808,513.53687
81,76,13.425940453719427,42.50073391843479,507.43658
81,77,13.432009339232192,42.50081712972809,514.2675
81,78,13.438078250408234,42.50090001978426,551.5883
81,79,13.444147187148392,42.50098258859934,665.5554
81,80,13.450216149353531,42.50106483616968,445.5017
81,81,13.456285136924512,42.50114676249154,476.2586
81,82,13.4623541497622,42.50122836756108,465.4034
81,83,13.468423187767415,42.50130965137468,472.0583
81,84,13.474492250841037,42.50139061392851,637.19934
81,85,13.480561338883897,42.50147125521894,479.3874
81,86,13.486630451796824,42.50155157524226,477.31476
81,87,13.492699589480686,42.50163157399484,483.84204
81,88,13.498768751836314,42.50171125147293,483.7765
82,38,13.195472290189446,42.49283146281704,489.33713
82,39,13.20153969224897,42.49292686321993,538.0363
82,40,13.207607123729062,42.49302194259064,530.422
82,41,13.213674584530716,42.49311670092497,496.90717
82,42,13.219742074554937,42.49321113821856,390.87976
82,43,13.2258095937027,42.49330525446694,390.87976
82,44,13.231877141875,42.493399049666,615.62683
82,45,13.237944718972823,42.49349252381136,535.4129
82,46,13.244012324897138,42.4935856768988,443.71228
82,47,13.250079959548946,42.49367850892398,493.63354
82,48,13.2561476228292,42.49377101988273,576.3441
82,49,13.26221531463888,42.49386320977082,565.23315
82,50,13.268283034878952,42.493955078584,597.54425
82,51,13.274350783450387,42.49404662631811,625.88586
82,52,13.28041856025415,42.49413785296895,576.10864
82,53,13.28648636519119,42.49422875853236,613.4394
82,54,13.29255419816247,42.49431934300414,567.40784
82,55,13.298622059068949,42.49440960638021,579.02216
82,56,13.304689947811582,42.49449954865647,613.90375
82,57,13.310757864291311,42.49458916982872,624.3554
82,58,13.316825808409078,42.49467846989293,623.1488
82,59,13.322893780065828,42.494767448845,771.5465
82,60,13.328961779162514,42.49485610668077,563.4443
82,61,13.335029805600051,42.49494444339638,484.28046
82,62,13.34109785927939,42.49503245898767,550.4079
82,63,13.347165940101467,42.495120153450685,538.2925
82,64,13.353234047967186,42.49520752678131,531.0423
82,65,13.3593021827775,42.49529457897561,494.18958
82,66,13.365370344433328,42.495381310029664,492.15378
82,67,13.371438532835576,42.49546771993942,490.92072
82,68,13.377506747885176,42.49555380870102,491.45712
82,69,13.383574989483028,42.49563957631042,490.4008
82,70,13.389643257530054,42.49572502276373,546.33954
82,71,13.395711551927173,42.49581014805718,572.173
82,72,13.401779872575272,42.49589495218666,553.87006
82,73,13.407848219375266,42.49597943514847,586.48425
82,74,13.413916592228066,42.4960635969387,606.86566
82,75,13.41998499103455,42.49614743755347,568.8993
82,76,13.426053415695629,42.496230956988896,498.54373
82,77,13.432121866112189,42.49631415524131,520.6407
82,78,13.438190342185129,42.49639703230679,516.3531
82,79,13.444258843815325,42.49647958818164,682.1799
82,80,13.450327370903672,42.496561822862,720.608
82,81,13.456395923351051,42.49664373634417,469.96585
82,82,13.46246450105834,42.49672532862433,477.03537
82,83,13.468533103926418,42.49680659969882,475.78293
82,84,13.474601731856165,42.49688754956395,485.75488
82,85,13.480670384748432,42.49696817821595,480.54132
82,86,13.486739062504116,42.49704848565122,480.7761
82,87,13.492807765024072,42.497128471866,472.56747
82,88,13.498876492209169,42.49720813685664,474.57123
83,38,13.19560175077433,42.488329030326135,468.9653
83,39,13.201668718118643,42.48842441577917,544.4086
83,40,13.207735714875644,42.488519480250346,526.77234
83,41,13.213802740946337,42.48861422373536,526.137
83,42,13.219869796231745,42.48870864622986,496.1994
83,43,13.225936880632894,42.4888027477295,390.87976
83,44,13.232003994050782,42.48889652823005,390.87976
83,45,13.23807113638643,42.48898998772725,504.18326
83,46,13.244138307540846,42.48908312621666,548.3351
83,47,13.25020550741502,42.48917594369416,539.6804
83,48,13.256272735909969,42.48926844015553,527.54333
83,49,13.262339992926693,42.489360615596446,594.86127
83,50,13.268407278366183,42.48945247001277,448.89438
83,51,13.274474592129426,42.48954400340028,558.26074
83,52,13.280541934117416,42.48963521575482,605.65924
83,53,13.286609304231138,42.48972610707217,628.99054
83,54,13.292676702371583,42.48981667734824,598.8043
83,55,13.298744128439736,42.48990692657876,556.9173
83,56,13.30481158233655,42.48999685475984,591.9604
83,57,13.310879063963023,42.49008646188712,583.0158
83,58,13.31694657322012,42.49017574795671,627.87946
83,59,13.323014110008817,42.49026471296437,721.35956
83,60,13.329081674230071,42.49035335690616,513.072
83,61,13.33514926578485,42.49044167977798,492.82294
83,62,13.341216884574113,42.49052968157574,556.27014
83,63,13.347284530498822,42.49061736229545,560.8589
83,64,13.353352203459934,42.490704721933184,522.8106
83,65,13.3594199033584,42.4907917604849,491.55606
83,66,13.36548763009516,42.49087847794659,491.18604
83,67,13.371555383571174,42.49096487431429,489.60788
83,68,13.377623163687389,42.49105094958409,490.75443
83,69,13.38369097034473,42.491136703752055,517.22455
83,70,13.389758803444144,42.49122213681427,556.39264
83,71,13.395826662886584,42.49130724876678,550.26935
83,72,13.40189454857295,42.49139203960572,563.027
83,73,13.4079624604042,42.49147650932726,571.05914
83,74,13.414030398281255,42.49156065792747,567.89
83,75,13.420098362105035,42.49164448540257,470.4428
83,76,13.426166351776466,42.491727991748654,519.1255
83,77,13.43223436719646,42.49181117696198,586.0637
83,78,13.43830240826595,42.49189404103869,580.18164
83,79,13.444370474885847,42.49197658397504,550.48206
83,80,13.450438566957056,42.49205880576724,676.6919
83,81,13.45650668438048,42.49214070641153,551.24164
83,82,13.462574827057038,42.49222228590424,462.77652
83,83,13.468642994887638,42.492303544241445,470.79977
83,84,13.474711187773169,42.492384481419634,467.91278
83,85,13.48077940561454,42.49246509743503,771.90265
83,86,13.486847648312631,42.49254539228399,733.0192
83,87,13.492915915768355,42.49262536596273,766.62146
83,88,13.498984207882602,42.49270501846772,677.7881
84,38,13.195731181687274,42.483826593965325,475.73233
84,39,13.201797714415909,42.48392196447071,531.7065
84,40,13.207864276549316,42.48401701404447,533.7978
84,41,13.213930867988568,42.48411174268229,538.959
84,42,13.219997488634688,42.48420615037983,537.4168
84,43,13.226064138388734,42.48430023713286,511.05225
84,44,13.232130817151738,42.48439400293701,531.7599
84,45,13.23819752482474,42.48448744778794,505.53006
84,46,13.244264261308786,42.48458057168155,524.86566
84,47,13.250331026504886,42.484673374613415,534.70026
84,48,13.256397820314072,42.48476585657937,549.4796
84,49,13.26246464263738,42.48485801757523,645.44684
84,50,13.268531493375818,42.48494985759674,587.3591
84,51,13.27459837243042,42.48504137663963,428.01062
84,52,13.280665279702198,42.48513257469988,502.6278
84,53,13.286732215092158,42.48522345177322,560.28015
84,54,13.29279917850132,42.485314007855536,506.95972
84,55,13.298866169830692,42.48540424294262,504.07025
84,56,13.30493318898126,42.4854941570304,428.6152
84,57,13.31100023585405,42.485583750114834,430.21393
84,58,13.317067310350035,42.48567302219171,616.7731
84,59,13.323134412370246,42.48576197325702,585.6158
84,60,13.329201541815651,42.48585060330666,665.8794
84,61,13.335268698587244,42.48593891233663,529.88293
84,62,13.341335882586003,42.48602690034292,516.8538
84,63,13.347403093712938,42.48611456732141,565.58105
84,64,13.35347033186902,42.48620191326813,510.52667
84,65,13.359537596955224,42.486288938179165,544.27747
84,66,13.365604888872518,42.48637564205041,490.74777
84,67,13.37167220752189,42.48646202487798,570.8107
84,68,13.37773955280432,42.486548086657926,561.5816
84,69,13.383806924620751,42.48663382738637,556.34186
84,70,13.38987432287216,42.48671924705924,564.15826
84,71,13.395941747459508,42.48680434567283,559.67267
84,72,13.402009198283766,42.48688912322303,533.5317
84,73,13.408076675245873,42.4869735797062,560.6005
84,74,13.414144178246792,42.487057715118304,544.31433
84,75,13.42021170718749,42.48714152945552,596.105
84,76,13.426279261968876,42.48722502271416,585.7609
84,77,13.432346842491944,42.48730819489023,500.51102
84,78,13.438414448657603,42.48739104598005,545.1219
84,79,13.44448208036682,42.48747357597975,554.038
84,80,13.450549737520516,42.48755578488559,519.2663
84,81,13.456617420019628,42.48763767269387,772.0553
84,82,13.4626851277651,42.4877192394008,743.94604
84,83,13.468752860657842,42.48780048500265,687.0405
84,84,13.474820618598804,42.487881409495664,804.626
84,85,13.480888401488908,42.487962012876274,725.82135
84,86,13.486956209229064,42.48804229514066,816.79956
84,87,13.49302404172021,42.4881222562852,710.86804
84,88,13.499091898863243,42.48820189630623,771.4564
85,38,13.195860582936255,42.47932415373492,480.53717
85,39,13.201926681148684,42.47941950929466,456.5565
85,40,13.207992808757998,42.479514543973096,486.30414
85,41,13.214058965665284,42.47960925776585,529.9679
85,42,13.220125151771624,42.47970365066856,549.7662
85,43,13.226191366978073,42.479797722677,522.3383
85,44,13.23225761118569,42.47989147378678,519.2494
85,45,13.238323884295548,42.47998490399368,528.2036
85,46,13.24439018620872,42.48007801329344,490.1783
85,47,13.250456516826244,42.48017080168177,526.8561
85,48,13.256522876049184,42.48026326915446,528.9141
85,49,13.262589263778596,42.480355415707166,534.7396
85,50,13.268655679915518,42.48044724133593,520.2744
